model_name,label,feature,attribution_mean_abs,attribution_signed_mean,rank,method
structured_mlp,NORM,Q_Amp_V1,0.07611497491598129,-0.012350372038781643,43,gradient_x_input
structured_mlp,NORM,ST_Elev_V6,0.07551626116037369,-0.019448723644018173,44,gradient_x_input
structured_mlp,NORM,P_DurFull_V2,0.07501069456338882,-0.022077443078160286,45,gradient_x_input
structured_mlp,NORM,T_DurFull_II_iqr,0.07378240674734116,-0.0011040112003684044,46,gradient_x_input
structured_mlp,NORM,QRS_Dur_V1_iqr,0.07245782762765884,-0.036242078989744186,47,gradient_x_input
structured_mlp,NORM,PR_Int_aVR,0.07207506895065308,0.04667123034596443,48,gradient_x_input
structured_mlp,NORM,Q_Amp_III,0.07188903540372849,-0.03987753763794899,49,gradient_x_input
structured_mlp,NORM,P_DurFull_III,0.06794803589582443,-0.019526707008481026,50,gradient_x_input
structured_mlp,MI,R_Amp_II,0.3127261698246002,-0.13132482767105103,1,gradient_x_input
structured_mlp,MI,Q_Amp_V3,0.29087701439857483,0.05111036077141762,2,gradient_x_input
structured_mlp,MI,Q_Amp_V2,0.27960339188575745,0.13045640289783478,3,gradient_x_input
structured_mlp,MI,R_Amp_III,0.2707105278968811,-0.15248630940914154,4,gradient_x_input
structured_mlp,MI,PQ_Int_III,0.2521943747997284,0.07120868563652039,5,gradient_x_input
structured_mlp,MI,PQ_Int_V1,0.25010332465171814,0.11774801462888718,6,gradient_x_input
structured_mlp,MI,R_Amp_aVL,0.24924051761627197,-0.16531138122081757,7,gradient_x_input
structured_mlp,MI,Q_Amp_aVF,0.24835751950740814,0.14566461741924286,8,gradient_x_input
structured_mlp,MI,R_Amp_aVF,0.22923022508621216,-0.13444769382476807,9,gradient_x_input
structured_mlp,MI,Q_Amp_II,0.21224069595336914,0.06604387611150742,10,gradient_x_input
structured_mlp,MI,R_Amp_aVR,0.2081410139799118,-0.1009373664855957,11,gradient_x_input
structured_mlp,MI,T_DurFull_V2,0.19537484645843506,-0.05019211769104004,12,gradient_x_input
structured_mlp,MI,PQ_Int_V2,0.18241427838802338,0.09726148843765259,13,gradient_x_input
structured_mlp,MI,S_Amp_aVF,0.18044793605804443,-0.08094213157892227,14,gradient_x_input
structured_mlp,MI,PQ_Int_aVL,0.17543095350265503,0.10801249742507935,15,gradient_x_input
structured_mlp,MI,PQ_Int_II,0.16866058111190796,-0.12842673063278198,16,gradient_x_input
structured_mlp,MI,Q_Amp_III,0.16305603086948395,0.03624827787280083,17,gradient_x_input
structured_mlp,MI,Q_Amp_V1,0.15795163810253143,0.0005222347681410611,18,gradient_x_input
structured_mlp,MI,T_DurFull_III,0.14799422025680542,-0.02749289572238922,19,gradient_x_input
structured_mlp,MI,R_Amp_V3,0.14777205884456635,-0.05129418149590492,20,gradient_x_input
structured_mlp,MI,PR_Int_V1,0.1407708078622818,-0.061059173196554184,21,gradient_x_input
structured_mlp,MI,T_DurFull_V1,0.12676888704299927,0.010311785154044628,22,gradient_x_input
structured_mlp,MI,QRS_Dur_aVF,0.11858173459768295,0.08049071580171585,23,gradient_x_input
structured_mlp,MI,PR_Int_aVL,0.1175306960940361,-0.07270516455173492,24,gradient_x_input
structured_mlp,MI,P_DurFull_V2,0.11324165016412735,0.0437663309276104,25,gradient_x_input
structured_mlp,MI,T_DurFull_aVR,0.11311113089323044,-0.01091050822287798,26,gradient_x_input
structured_mlp,MI,PQ_Int_I,0.11162298917770386,0.08252745121717453,27,gradient_x_input
structured_mlp,MI,QT_Int_aVF,0.10777471214532852,0.014318040572106838,28,gradient_x_input
structured_mlp,MI,T_DurFull_aVL,0.10288267582654953,-0.04294091463088989,29,gradient_x_input
structured_mlp,MI,P_Dur_Global,0.10108783841133118,-0.0764128789305687,30,gradient_x_input
structured_mlp,MI,T_Amp_aVR,0.09934525936841965,-0.024158308282494545,31,gradient_x_input
structured_mlp,MI,PQ_Int_aVR,0.09838252514600754,-0.07907748967409134,32,gradient_x_input
structured_mlp,MI,S_Amp_aVL_iqr,0.09771173447370529,0.07242603600025177,33,gradient_x_input
structured_mlp,MI,QT_IntCorr_aVF,0.09451714903116226,0.02735358662903309,34,gradient_x_input
structured_mlp,MI,P_Amp_aVF,0.09391117841005325,0.0006670824368484318,35,gradient_x_input
structured_mlp,MI,T_DurFull_V3,0.09000995755195618,0.019187752157449722,36,gradient_x_input
structured_mlp,MI,P_DurFull_III,0.0892997607588768,0.03287985548377037,37,gradient_x_input
structured_mlp,MI,QRS_Dur_Global,0.08880886435508728,-0.04331901669502258,38,gradient_x_input
structured_mlp,MI,QRS_Dur_III,0.08848545700311661,-0.051361341029405594,39,gradient_x_input
structured_mlp,MI,P_DurFull_aVF,0.08610260486602783,0.03671467676758766,40,gradient_x_input
structured_mlp,MI,Q_Amp_aVL_iqr,0.08472665399312973,-0.039438385516405106,41,gradient_x_input
structured_mlp,MI,Q_Amp_aVR,0.08431917428970337,0.07089447230100632,42,gradient_x_input
structured_mlp,MI,P_Amp_III_iqr,0.0824764147400856,0.06740037351846695,43,gradient_x_input
structured_mlp,MI,QT_IntCorr_V2,0.0819241926074028,0.005917556583881378,44,gradient_x_input
structured_mlp,MI,P_Morph_aVL_iqr,0.07799739390611649,0.009354443289339542,45,gradient_x_input
structured_mlp,MI,T_Amp_V4,0.07525108009576797,-0.0005822942475788295,46,gradient_x_input
structured_mlp,MI,P_Amp_III,0.07312928885221481,0.021907871589064598,47,gradient_x_input
structured_mlp,MI,PQ_Int_Global,0.07305651158094406,-0.047153159976005554,48,gradient_x_input
structured_mlp,MI,PR_Int_aVR,0.07202529907226562,-0.05067786946892738,49,gradient_x_input
structured_mlp,MI,T_Amp_V2,0.07183294743299484,0.02899819053709507,50,gradient_x_input
structured_mlp,STTC,T_Amp_aVR,0.3262001574039459,-0.10189882665872574,1,gradient_x_input
structured_mlp,STTC,T_DurFull_aVF,0.11717936396598816,-0.002053644275292754,2,gradient_x_input
structured_mlp,STTC,T_Amp_aVF,0.11384477466344833,-0.021195903420448303,3,gradient_x_input
structured_mlp,STTC,T_Amp_I,0.11145012825727463,-0.06134037673473358,4,gradient_x_input
structured_mlp,STTC,T_DurFull_V5_iqr,0.1107964739203453,-0.032740768045186996,5,gradient_x_input
structured_mlp,STTC,T_DurFull_aVL_iqr,0.10999151319265366,0.021540895104408264,6,gradient_x_input
structured_mlp,STTC,R_Amp_V5,0.09938392043113708,0.06080960854887962,7,gradient_x_input
structured_mlp,STTC,T_Amp_V6,0.09878208488225937,-0.05368589237332344,8,gradient_x_input
structured_mlp,STTC,T_DurFull_V4_iqr,0.09822497516870499,-0.07443874329328537,9,gradient_x_input
structured_mlp,STTC,QT_IntCorr_aVR,0.09613252431154251,0.010058355517685413,10,gradient_x_input
structured_mlp,STTC,ST_Elev_V6,0.09527341276407242,-0.03711935505270958,11,gradient_x_input
structured_mlp,STTC,P_Amp_aVL_iqr,0.09207158535718918,0.06700725108385086,12,gradient_x_input
structured_mlp,STTC,T_Amp_II,0.08905112743377686,-0.02643127180635929,13,gradient_x_input
structured_mlp,STTC,ST_Elev_aVR,0.0879344642162323,-0.042337801307439804,14,gradient_x_input
structured_mlp,STTC,R_Amp_V6,0.08400929719209671,0.06686710566282272,15,gradient_x_input
structured_mlp,STTC,PQ_Int_V3,0.0831967368721962,-0.04085082188248634,16,gradient_x_input
structured_mlp,STTC,P_Morph_V2_iqr,0.08061844110488892,-0.0414806492626667,17,gradient_x_input
structured_mlp,STTC,QRS_Dur_I,0.080192930996418,-0.0033344272524118423,18,gradient_x_input
structured_mlp,STTC,S_Amp_aVL_iqr,0.07872965186834335,0.05929434299468994,19,gradient_x_input
structured_mlp,STTC,T_DurFull_aVR,0.07836861163377762,0.006394689437001944,20,gradient_x_input
structured_mlp,STTC,R_Amp_II,0.07630164921283722,-0.023956699296832085,21,gradient_x_input
structured_mlp,STTC,T_DurFull_III,0.07221709936857224,-0.016271935775876045,22,gradient_x_input
structured_mlp,STTC,T_Amp_I_iqr,0.07217634469270706,0.051739614456892014,23,gradient_x_input
structured_mlp,STTC,QT_Int_aVR,0.07194101810455322,0.019942643120884895,24,gradient_x_input
structured_mlp,STTC,T_Amp_V5,0.07038801163434982,-0.021170929074287415,25,gradient_x_input
structured_mlp,STTC,T_DurFull_aVL,0.0696229413151741,-0.018471399322152138,26,gradient_x_input
structured_mlp,STTC,ST_Elev_I,0.06837034970521927,-0.022980084642767906,27,gradient_x_input
structured_mlp,STTC,Q_Amp_III_iqr,0.06657359004020691,-0.051390696316957474,28,gradient_x_input
structured_mlp,STTC,Q_Amp_V4,0.06593137234449387,-0.04050624743103981,29,gradient_x_input
structured_mlp,STTC,ST_Elev_V5,0.0657297745347023,-0.055916640907526016,30,gradient_x_input
structured_mlp,STTC,T_DurFull_V2,0.06473051011562347,-0.01565459556877613,31,gradient_x_input
structured_mlp,STTC,Q_Amp_aVR,0.0643380880355835,-0.04310836270451546,32,gradient_x_input
structured_mlp,STTC,T_Dur_Global,0.06412912160158157,-0.026767587289214134,33,gradient_x_input
structured_mlp,STTC,P_DurFull_aVR,0.06406048685312271,0.03632541745901108,34,gradient_x_input
structured_mlp,STTC,P_DurFull_V5_iqr,0.06290151923894882,0.005069828126579523,35,gradient_x_input
structured_mlp,STTC,T_DurFull_II,0.06214446946978569,0.01165219396352768,36,gradient_x_input
structured_mlp,STTC,QT_Int_V6_iqr,0.06117093563079834,-0.040639717131853104,37,gradient_x_input
structured_mlp,STTC,PQ_Int_II,0.060390353202819824,-0.05176151171326637,38,gradient_x_input
structured_mlp,STTC,QT_Int_III_iqr,0.059474002569913864,-0.011991184204816818,39,gradient_x_input
structured_mlp,STTC,P_DurFull_V2,0.05891120806336403,0.02685464359819889,40,gradient_x_input
structured_mlp,STTC,P_Amp_V3,0.05884372070431709,-0.033244017511606216,41,gradient_x_input
structured_mlp,STTC,P_Morph_III_iqr,0.05863943696022034,0.007130383048206568,42,gradient_x_input
structured_mlp,STTC,T_DurFull_III_iqr,0.057703327387571335,-0.02170654945075512,43,gradient_x_input
structured_mlp,STTC,T_DurFull_V5,0.05716942250728607,-0.008058681152760983,44,gradient_x_input
structured_mlp,STTC,PQ_Int_III,0.056092072278261185,0.006451550871133804,45,gradient_x_input
structured_mlp,STTC,R_Amp_aVL,0.05585009977221489,-0.008772253058850765,46,gradient_x_input
structured_mlp,STTC,T_DurFull_V1,0.054238010197877884,0.013577130623161793,47,gradient_x_input
structured_mlp,STTC,R_Amp_III,0.05407767370343208,0.0007603818667121232,48,gradient_x_input
structured_mlp,STTC,R_Amp_aVF,0.05368348956108093,-0.0009324816055595875,49,gradient_x_input
structured_mlp,STTC,QRS_Dur_V1_iqr,0.053468506783246994,0.010502041317522526,50,gradient_x_input
structured_mlp,CD,R_Amp_II,0.32576867938041687,-0.019695276394486427,1,gradient_x_input
structured_mlp,CD,QRS_Dur_V1,0.290120393037796,0.05430653318762779,2,gradient_x_input
structured_mlp,CD,QRS_Dur_I,0.26943281292915344,0.03162210434675217,3,gradient_x_input
structured_mlp,CD,S_Amp_V1,0.21974247694015503,0.19617348909378052,4,gradient_x_input
structured_mlp,CD,QRS_Dur_II,0.21592707931995392,-0.12166574597358704,5,gradient_x_input
structured_mlp,CD,S_Amp_aVR,0.1962907314300537,-0.021559089422225952,6,gradient_x_input
structured_mlp,CD,R_Amp_V1,0.1825907975435257,0.04288964346051216,7,gradient_x_input
structured_mlp,CD,QRS_Dur_V1_iqr,0.18019376695156097,0.018087081611156464,8,gradient_x_input
structured_mlp,CD,S_Amp_V2,0.17358554899692535,0.04126888886094093,9,gradient_x_input
structured_mlp,CD,PR_Int_V1,0.16589069366455078,-0.0723583847284317,10,gradient_x_input
structured_mlp,CD,PQ_Int_V1,0.15348376333713531,0.09478884935379028,11,gradient_x_input
structured_mlp,CD,R_Amp_aVR,0.1397225260734558,-0.04053826257586479,12,gradient_x_input
structured_mlp,CD,QRS_Dur_III,0.1306740790605545,-0.050061702728271484,13,gradient_x_input
structured_mlp,CD,P_Dur_Global,0.128446564078331,-0.08745268732309341,14,gradient_x_input
structured_mlp,CD,QRS_Dur_I_iqr,0.12811467051506042,0.004428545478731394,15,gradient_x_input
structured_mlp,CD,S_Amp_V2_iqr,0.12691013514995575,0.09034473448991776,16,gradient_x_input
structured_mlp,CD,PQ_Int_V2,0.12562301754951477,0.06460969895124435,17,gradient_x_input
structured_mlp,CD,QRS_Dur_aVF,0.11793994158506393,-0.07256901264190674,18,gradient_x_input
structured_mlp,CD,R_Amp_V2,0.11523554474115372,0.07653496414422989,19,gradient_x_input
structured_mlp,CD,S_Amp_V6,0.11409773677587509,-0.015329870395362377,20,gradient_x_input
structured_mlp,CD,S_Amp_III,0.1116437017917633,0.07944068312644958,21,gradient_x_input
structured_mlp,CD,T_Amp_V1,0.10989883542060852,0.04083183780312538,22,gradient_x_input
structured_mlp,CD,QRS_Dur_aVL,0.10611207038164139,-0.010600116103887558,23,gradient_x_input
structured_mlp,CD,P_DurFull_V3_iqr,0.10411442071199417,-0.00692208856344223,24,gradient_x_input
structured_mlp,CD,R_Amp_aVF,0.10319412499666214,0.013802051544189453,25,gradient_x_input
structured_mlp,CD,R_Amp_I,0.10268417000770569,-0.019375449046492577,26,gradient_x_input
structured_mlp,CD,PQ_Int_II,0.1017533540725708,-0.07828233391046524,27,gradient_x_input
structured_mlp,CD,ST_Elev_V1,0.1013714149594307,-0.010667881928384304,28,gradient_x_input
structured_mlp,CD,QRS_Dur_aVR_iqr,0.10086298733949661,0.006396762561053038,29,gradient_x_input
structured_mlp,CD,T_Amp_aVF_iqr,0.1000162661075592,-0.07475897669792175,30,gradient_x_input
structured_mlp,CD,Q_Amp_V2,0.09520450234413147,0.07723092287778854,31,gradient_x_input
structured_mlp,CD,QRS_Dur_V5,0.09415899962186813,-0.04533880949020386,32,gradient_x_input
structured_mlp,CD,HA__Global,0.0935993418097496,0.029465826228260994,33,gradient_x_input
structured_mlp,CD,R_Amp_V6,0.09292945265769958,-0.07449950277805328,34,gradient_x_input
structured_mlp,CD,QRS_Dur_Global,0.09292613714933395,0.07962215691804886,35,gradient_x_input
structured_mlp,CD,T_Dur_Global,0.09291104227304459,-0.017457321286201477,36,gradient_x_input
structured_mlp,CD,T_DurFull_V4,0.09160994738340378,-0.025753704831004143,37,gradient_x_input
structured_mlp,CD,P_DurFull_V5_iqr,0.09019430726766586,0.027307050302624702,38,gradient_x_input
structured_mlp,CD,P_Amp_III_iqr,0.09002987295389175,0.07729528844356537,39,gradient_x_input
structured_mlp,CD,P_DurFull_V4,0.08889702707529068,0.04550713300704956,40,gradient_x_input
structured_mlp,CD,QRS_Dur_V3,0.08787407726049423,-0.04732424020767212,41,gradient_x_input
structured_mlp,CD,T_DurFull_II_iqr,0.0799158588051796,0.0010563762625679374,42,gradient_x_input
structured_mlp,CD,QRS_Dur_V6_iqr,0.07955863326787949,0.01940055377781391,43,gradient_x_input
structured_mlp,CD,S_Amp_aVF,0.07857323437929153,0.06555207818746567,44,gradient_x_input
structured_mlp,CD,P_DurFull_V2,0.07751929014921188,-0.03881097212433815,45,gradient_x_input
structured_mlp,CD,T_DurFull_V2,0.07731058448553085,-0.004320902284234762,46,gradient_x_input
structured_mlp,CD,QT_Int_V5,0.07672977447509766,0.00043491707765497267,47,gradient_x_input
structured_mlp,CD,RR_Mean_Global,0.07560514658689499,-0.01612471416592598,48,gradient_x_input
structured_mlp,CD,Q_Amp_aVF,0.07443857938051224,0.0381694920361042,49,gradient_x_input
structured_mlp,CD,PQ_Int_I,0.07416295260190964,0.06886599212884903,50,gradient_x_input
structured_mlp,HYP,R_Amp_V5,0.2845695912837982,0.18690727651119232,1,gradient_x_input
structured_mlp,HYP,R_Amp_V6,0.2188705950975418,0.1776318997144699,2,gradient_x_input
structured_mlp,HYP,R_Amp_aVL,0.1718273162841797,-0.01013953797519207,3,gradient_x_input
structured_mlp,HYP,R_Amp_I,0.1639830619096756,0.03612464293837547,4,gradient_x_input
structured_mlp,HYP,T_Amp_aVR,0.1323273926973343,-0.01510094478726387,5,gradient_x_input
structured_mlp,HYP,HA__Global,0.11879045516252518,0.07213576883077621,6,gradient_x_input
structured_mlp,HYP,R_Amp_V1,0.11253093928098679,0.06078916788101196,7,gradient_x_input
structured_mlp,HYP,S_Amp_V4_iqr,0.10705690830945969,0.0690353736281395,8,gradient_x_input
structured_mlp,HYP,PQ_Int_V1,0.1038464829325676,0.06193080171942711,9,gradient_x_input
structured_mlp,HYP,R_Amp_V4,0.10198017209768295,0.07025598734617233,10,gradient_x_input
structured_mlp,HYP,R_Amp_III,0.10071977227926254,0.029638707637786865,11,gradient_x_input
structured_mlp,HYP,P_Amp_aVL_iqr,0.10043641924858093,0.075897715985775,12,gradient_x_input
structured_mlp,HYP,S_Amp_III,0.09740924835205078,0.07296723127365112,13,gradient_x_input
structured_mlp,HYP,P_Morph_V2,0.09680109471082687,0.07840406894683838,14,gradient_x_input
structured_mlp,HYP,R_Amp_II,0.09469360113143921,0.006931478623300791,15,gradient_x_input
structured_mlp,HYP,PQ_Int_I,0.08866720646619797,0.06546274572610855,16,gradient_x_input
structured_mlp,HYP,T_Amp_V2,0.08696037530899048,-0.005248600617051125,17,gradient_x_input
structured_mlp,HYP,Q_Amp_V3,0.08628124743700027,0.03755728900432587,18,gradient_x_input
structured_mlp,HYP,PQ_Int_III,0.08602091670036316,0.03307350352406502,19,gradient_x_input
structured_mlp,HYP,T_DurFull_aVL_iqr,0.08415248245000839,0.024560416117310524,20,gradient_x_input
structured_mlp,HYP,PQ_Int_V2,0.08376363664865494,0.056970398873090744,21,gradient_x_input
structured_mlp,HYP,Q_Amp_aVL,0.08317217975854874,0.051634058356285095,22,gradient_x_input
structured_mlp,HYP,R_Amp_aVF,0.08312836289405823,0.04201005771756172,23,gradient_x_input
structured_mlp,HYP,QT_IntCorr_V2,0.0815882533788681,0.007772848475724459,24,gradient_x_input
structured_mlp,HYP,P_Amp_II,0.0797496810555458,-0.002528222743421793,25,gradient_x_input
structured_mlp,HYP,Q_Amp_II,0.07906744629144669,0.07140769809484482,26,gradient_x_input
structured_mlp,HYP,S_Amp_V2,0.07749328762292862,0.021161960437893867,27,gradient_x_input
structured_mlp,HYP,R_Amp_aVR,0.07698716968297958,0.0735103115439415,28,gradient_x_input
structured_mlp,HYP,QRS_Dur_Global,0.07420727610588074,0.03580145165324211,29,gradient_x_input
structured_mlp,HYP,PR_Int_V1,0.07405714690685272,-0.029977887868881226,30,gradient_x_input
structured_mlp,HYP,QT_Int_Global_iqr,0.07394390553236008,0.03727888688445091,31,gradient_x_input
structured_mlp,HYP,P_Dur_Global,0.07260370999574661,-0.0506446398794651,32,gradient_x_input
structured_mlp,HYP,QRS_Dur_V1_iqr,0.07151296734809875,0.03948872908949852,33,gradient_x_input
structured_mlp,HYP,R_Amp_V3,0.07132565230131149,-0.009918313473463058,34,gradient_x_input
structured_mlp,HYP,T_Amp_V6,0.07042858749628067,-0.0133235277608037,35,gradient_x_input
structured_mlp,HYP,T_Dur_Global,0.06926243007183075,-0.014621841721236706,36,gradient_x_input
structured_mlp,HYP,QRS_Dur_aVR_iqr,0.06833759695291519,-0.0074207838624715805,37,gradient_x_input
structured_mlp,HYP,PQ_Int_Global,0.06677977740764618,0.03207716345787048,38,gradient_x_input
structured_mlp,HYP,T_DurFull_V6,0.0655284896492958,-0.011414225213229656,39,gradient_x_input
structured_mlp,HYP,T_DurFull_II_iqr,0.06523995846509933,0.0022284004371613264,40,gradient_x_input
structured_mlp,HYP,QRS_Dur_I,0.0651232898235321,-0.005366899538785219,41,gradient_x_input
structured_mlp,HYP,S_Amp_V1,0.06510566920042038,0.05652996525168419,42,gradient_x_input
structured_mlp,HYP,QRS_Dur_V1,0.06451932340860367,0.03914787247776985,43,gradient_x_input
structured_mlp,HYP,P_Amp_aVF,0.06403019279241562,0.001266638282686472,44,gradient_x_input
structured_mlp,HYP,S_Amp_aVL_iqr,0.06397294253110886,0.05165330693125725,45,gradient_x_input
structured_mlp,HYP,Q_Amp_V2,0.06389982998371124,0.03281886503100395,46,gradient_x_input
structured_mlp,HYP,T_Amp_aVF_iqr,0.06300003081560135,0.050082866102457047,47,gradient_x_input
structured_mlp,HYP,Q_Amp_III,0.06254445016384125,0.04778203368186951,48,gradient_x_input
structured_mlp,HYP,T_DurFull_V5,0.06234029307961464,-0.044242072850465775,49,gradient_x_input
structured_mlp,HYP,QRS_Dur_V5,0.06226484850049019,-0.03686634823679924,50,gradient_x_input
fair_concat_mlp,NORM,R_Amp_V5,0.07360593229532242,-0.05400674417614937,1,gradient_x_input
fair_concat_mlp,NORM,T_Amp_V2,0.06013138219714165,0.003989126533269882,2,gradient_x_input
fair_concat_mlp,NORM,R_Amp_V6,0.060119275003671646,-0.04732746258378029,3,gradient_x_input
fair_concat_mlp,NORM,R_Amp_aVL,0.05192850902676582,0.029101962223649025,4,gradient_x_input
fair_concat_mlp,NORM,QRS_Dur_Global_iqr,0.048205193132162094,0.010290130972862244,5,gradient_x_input
fair_concat_mlp,NORM,S_Amp_III,0.04740942642092705,-0.02718416042625904,6,gradient_x_input
fair_concat_mlp,NORM,P_Amp_aVL_iqr,0.04565627500414848,-0.04081209748983383,7,gradient_x_input
fair_concat_mlp,NORM,QRS_Dur_V1,0.045120373368263245,0.009501774795353413,8,gradient_x_input
fair_concat_mlp,NORM,QRS_Dur_aVR_iqr,0.044129710644483566,-0.007003044243901968,9,gradient_x_input
fair_concat_mlp,NORM,P_Morph_V2_iqr,0.04016586020588875,0.012704153545200825,10,gradient_x_input
fair_concat_mlp,NORM,PQ_Int_aVF,0.03844965621829033,-0.011226524598896503,11,gradient_x_input
fair_concat_mlp,NORM,P_DurFull_III,0.03709769621491432,0.001625778153538704,12,gradient_x_input
fair_concat_mlp,NORM,HA__Global,0.0361519530415535,0.014402132481336594,13,gradient_x_input
fair_concat_mlp,NORM,R_Amp_I,0.03596365451812744,0.011894662864506245,14,gradient_x_input
fair_concat_mlp,NORM,QT_IntCorr_V3,0.03546721860766411,0.009846651926636696,15,gradient_x_input
fair_concat_mlp,NORM,R_Amp_V1,0.03527536988258362,-0.01070915162563324,16,gradient_x_input
fair_concat_mlp,NORM,R_Amp_III,0.034018777310848236,0.021609582006931305,17,gradient_x_input
fair_concat_mlp,NORM,R_Amp_V4,0.03281479701399803,-0.022747134789824486,18,gradient_x_input
fair_concat_mlp,NORM,R_Amp_V3,0.03277163580060005,-0.011512753553688526,19,gradient_x_input
fair_concat_mlp,NORM,P_Amp_aVF,0.031885068863630295,-0.01683701016008854,20,gradient_x_input
fair_concat_mlp,NORM,T_Amp_aVF_iqr,0.03183836489915848,-0.029587166383862495,21,gradient_x_input
fair_concat_mlp,NORM,T_Amp_aVL_iqr,0.03168670833110809,0.029389306902885437,22,gradient_x_input
fair_concat_mlp,NORM,QRS_Dur_III_iqr,0.031225644052028656,0.010264731012284756,23,gradient_x_input
fair_concat_mlp,NORM,S_Amp_III_iqr,0.030710754916071892,-0.028172021731734276,24,gradient_x_input
fair_concat_mlp,NORM,T_Amp_aVR,0.03035425953567028,-0.005641727242618799,25,gradient_x_input
fair_concat_mlp,NORM,P_DurFull_V3_iqr,0.03022865019738674,-0.0055901356972754,26,gradient_x_input
fair_concat_mlp,NORM,P_Amp_V4,0.029773449525237083,-0.02398967556655407,27,gradient_x_input
fair_concat_mlp,NORM,S_Amp_V3_iqr,0.029156384989619255,0.01898266188800335,28,gradient_x_input
