split,threshold_mode,macro_auroc,macro_average_precision,macro_f1,micro_f1
val,default_0.5,0.579789140883041,0.313896601202105,0.00075046904315197,0.0007165890361877463
val,validation_tuned,0.579789140883041,0.313896601202105,0.4032162724802695,0.4266737045834433
test,default_0.5,0.5703637296030353,0.3044559717118323,0.0,0.0
test,validation_tuned,0.5703637296030353,0.3044559717118323,0.40020458301662565,0.42378986207502417
