model_name,split,calibration_mode,label,bin,bin_left,bin_right,count
signal_embedding_mlp,test,raw,NORM,4,0.4,0.5,65
signal_embedding_mlp,test,raw,NORM,5,0.5,0.6000000000000001,62
signal_embedding_mlp,test,raw,NORM,6,0.6000000000000001,0.7000000000000001,77
signal_embedding_mlp,test,raw,NORM,7,0.7000000000000001,0.8,128
signal_embedding_mlp,test,raw,NORM,8,0.8,0.9,177
signal_embedding_mlp,test,raw,NORM,9,0.9,1.0,622
signal_embedding_mlp,test,raw,MI,0,0.0,0.1,1386
signal_embedding_mlp,test,raw,MI,1,0.1,0.2,147
signal_embedding_mlp,test,raw,MI,2,0.2,0.30000000000000004,86
signal_embedding_mlp,test,raw,MI,3,0.30000000000000004,0.4,78
signal_embedding_mlp,test,raw,MI,4,0.4,0.5,46
signal_embedding_mlp,test,raw,MI,5,0.5,0.6000000000000001,57
signal_embedding_mlp,test,raw,MI,6,0.6000000000000001,0.7000000000000001,50
signal_embedding_mlp,test,raw,MI,7,0.7000000000000001,0.8,65
signal_embedding_mlp,test,raw,MI,8,0.8,0.9,91
signal_embedding_mlp,test,raw,MI,9,0.9,1.0,192
signal_embedding_mlp,test,raw,STTC,0,0.0,0.1,1302
signal_embedding_mlp,test,raw,STTC,1,0.1,0.2,142
signal_embedding_mlp,test,raw,STTC,2,0.2,0.30000000000000004,102
signal_embedding_mlp,test,raw,STTC,3,0.30000000000000004,0.4,70
signal_embedding_mlp,test,raw,STTC,4,0.4,0.5,57
signal_embedding_mlp,test,raw,STTC,5,0.5,0.6000000000000001,54
signal_embedding_mlp,test,raw,STTC,6,0.6000000000000001,0.7000000000000001,82
signal_embedding_mlp,test,raw,STTC,7,0.7000000000000001,0.8,81
signal_embedding_mlp,test,raw,STTC,8,0.8,0.9,117
signal_embedding_mlp,test,raw,STTC,9,0.9,1.0,191
signal_embedding_mlp,test,raw,CD,0,0.0,0.1,1345
signal_embedding_mlp,test,raw,CD,1,0.1,0.2,166
signal_embedding_mlp,test,raw,CD,2,0.2,0.30000000000000004,90
signal_embedding_mlp,test,raw,CD,3,0.30000000000000004,0.4,55
signal_embedding_mlp,test,raw,CD,4,0.4,0.5,55
signal_embedding_mlp,test,raw,CD,5,0.5,0.6000000000000001,50
signal_embedding_mlp,test,raw,CD,6,0.6000000000000001,0.7000000000000001,53
signal_embedding_mlp,test,raw,CD,7,0.7000000000000001,0.8,65
signal_embedding_mlp,test,raw,CD,8,0.8,0.9,72
signal_embedding_mlp,test,raw,CD,9,0.9,1.0,247
signal_embedding_mlp,test,raw,HYP,0,0.0,0.1,1581
signal_embedding_mlp,test,raw,HYP,1,0.1,0.2,222
signal_embedding_mlp,test,raw,HYP,2,0.2,0.30000000000000004,103
signal_embedding_mlp,test,raw,HYP,3,0.30000000000000004,0.4,80
signal_embedding_mlp,test,raw,HYP,4,0.4,0.5,60
signal_embedding_mlp,test,raw,HYP,5,0.5,0.6000000000000001,39
signal_embedding_mlp,test,raw,HYP,6,0.6000000000000001,0.7000000000000001,34
signal_embedding_mlp,test,raw,HYP,7,0.7000000000000001,0.8,43
signal_embedding_mlp,test,raw,HYP,8,0.8,0.9,28
signal_embedding_mlp,test,raw,HYP,9,0.9,1.0,8
signal_embedding_mlp,test,temperature_scaled,NORM,0,0.0,0.1,795
signal_embedding_mlp,test,temperature_scaled,NORM,1,0.1,0.2,106
signal_embedding_mlp,test,temperature_scaled,NORM,2,0.2,0.30000000000000004,79
signal_embedding_mlp,test,temperature_scaled,NORM,3,0.30000000000000004,0.4,73
signal_embedding_mlp,test,temperature_scaled,NORM,4,0.4,0.5,79
signal_embedding_mlp,test,temperature_scaled,NORM,5,0.5,0.6000000000000001,84
signal_embedding_mlp,test,temperature_scaled,NORM,6,0.6000000000000001,0.7000000000000001,127
signal_embedding_mlp,test,temperature_scaled,NORM,7,0.7000000000000001,0.8,159
signal_embedding_mlp,test,temperature_scaled,NORM,8,0.8,0.9,231
signal_embedding_mlp,test,temperature_scaled,NORM,9,0.9,1.0,465
signal_embedding_mlp,test,temperature_scaled,MI,0,0.0,0.1,1195
signal_embedding_mlp,test,temperature_scaled,MI,1,0.1,0.2,255
signal_embedding_mlp,test,temperature_scaled,MI,2,0.2,0.30000000000000004,122
signal_embedding_mlp,test,temperature_scaled,MI,3,0.30000000000000004,0.4,96
signal_embedding_mlp,test,temperature_scaled,MI,4,0.4,0.5,75
signal_embedding_mlp,test,temperature_scaled,MI,5,0.5,0.6000000000000001,71
signal_embedding_mlp,test,temperature_scaled,MI,6,0.6000000000000001,0.7000000000000001,70
signal_embedding_mlp,test,temperature_scaled,MI,7,0.7000000000000001,0.8,89
signal_embedding_mlp,test,temperature_scaled,MI,8,0.8,0.9,109
signal_embedding_mlp,test,temperature_scaled,MI,9,0.9,1.0,116
signal_embedding_mlp,test,temperature_scaled,STTC,0,0.0,0.1,1224
signal_embedding_mlp,test,temperature_scaled,STTC,1,0.1,0.2,183
signal_embedding_mlp,test,temperature_scaled,STTC,2,0.2,0.30000000000000004,110
signal_embedding_mlp,test,temperature_scaled,STTC,3,0.30000000000000004,0.4,90
signal_embedding_mlp,test,temperature_scaled,STTC,4,0.4,0.5,66
signal_embedding_mlp,test,temperature_scaled,STTC,5,0.5,0.6000000000000001,69
signal_embedding_mlp,test,temperature_scaled,STTC,6,0.6000000000000001,0.7000000000000001,90
signal_embedding_mlp,test,temperature_scaled,STTC,7,0.7000000000000001,0.8,88
signal_embedding_mlp,test,temperature_scaled,STTC,8,0.8,0.9,145
signal_embedding_mlp,test,temperature_scaled,STTC,9,0.9,1.0,133
signal_embedding_mlp,test,temperature_scaled,CD,0,0.0,0.1,1236
signal_embedding_mlp,test,temperature_scaled,CD,1,0.1,0.2,221
signal_embedding_mlp,test,temperature_scaled,CD,2,0.2,0.30000000000000004,113
signal_embedding_mlp,test,temperature_scaled,CD,3,0.30000000000000004,0.4,75
signal_embedding_mlp,test,temperature_scaled,CD,4,0.4,0.5,66
signal_embedding_mlp,test,temperature_scaled,CD,5,0.5,0.6000000000000001,54
signal_embedding_mlp,test,temperature_scaled,CD,6,0.6000000000000001,0.7000000000000001,66
signal_embedding_mlp,test,temperature_scaled,CD,7,0.7000000000000001,0.8,74
signal_embedding_mlp,test,temperature_scaled,CD,8,0.8,0.9,74
signal_embedding_mlp,test,temperature_scaled,CD,9,0.9,1.0,219
signal_embedding_mlp,test,temperature_scaled,HYP,0,0.0,0.1,1371
