model_name,split,calibration_mode,temperature_status,n_bins,classwise_brier_NORM,classwise_ece_NORM,classwise_mce_NORM,classwise_brier_MI,classwise_ece_MI,classwise_mce_MI,classwise_brier_STTC,classwise_ece_STTC,classwise_mce_STTC,classwise_brier_CD,classwise_ece_CD,classwise_mce_CD,classwise_brier_HYP,classwise_ece_HYP,classwise_mce_HYP,macro_brier,macro_ece,macro_mce
late_probability_concat,val,raw,missing,15,0.1078940608495134,0.055806407024150004,0.24479634224713498,0.12277960815301955,0.10242755442067528,0.2947918389524733,0.11147221276766836,0.10476327867584359,0.2619153133460454,0.11171821559908866,0.11494565880683624,0.34478712139221335,0.12575492130259253,0.17026906702143058,0.5041046880540394,0.11592380373437652,0.10964239318978715,0.3300790607983813
late_probability_concat,test,raw,missing,15,0.11144036005277977,0.06137543205915637,0.24806201398372651,0.13315306917114317,0.0909808455219141,0.3131906088193257,0.11222104630817328,0.10569199354507552,0.32029414474964146,0.11604032404989961,0.11580257200242657,0.345436442871483,0.1295294432085678,0.18191162723547702,0.5305340868054014,0.12047684855811273,0.11115249407280992,0.3515034594459156
strong_signal_only,val,temperature_scaled,fitted,15,0.09449240809711519,0.017012051542902747,0.11424078995531256,0.09355085719770559,0.02695723111452527,0.18524092309911483,0.09325643392684829,0.040256811370287596,0.14065120793596098,0.07663199314650204,0.03119261761608211,0.16660999059677117,0.08933250990760928,0.052687220417406574,0.2502636313438415,0.08945284045515609,0.03362118641224086,0.1714013085862002
strong_signal_only,test,temperature_scaled,fitted,15,0.09597849288454252,0.021502301829732246,0.09777754636911251,0.094701477136142,0.031088473380454337,0.16310729465242163,0.08801451281103119,0.03226461484345822,0.18910602939889787,0.08456770821022547,0.030384966926911904,0.22324427178031525,0.08806670077348656,0.052044391842304936,0.3258661751477223,0.09026577836308555,0.03345694976457233,0.1998202634696939
signal_embedding_mlp,val,temperature_scaled,fitted,15,0.09372028152899892,0.017693721669585764,0.056416185251597695,0.08872880233722072,0.02189323726128745,0.09771425489868435,0.0908425371874095,0.03177155765777309,0.13192426185218653,0.07389274981966269,0.028274496642674195,0.1893238840681134,0.08497398856149158,0.020440531827197867,0.23705728650093072,0.08643167188695669,0.024014709011703675,0.14248717451430254
signal_embedding_mlp,test,temperature_scaled,fitted,15,0.0960741597375818,0.023506724079436082,0.15356836991107212,0.09202476265776943,0.020509146838039,0.14958732262734442,0.0876285473070004,0.020064605498938123,0.1357309589783351,0.08318843478268287,0.03165807481220908,0.2082133208002363,0.08269111022634913,0.02903159844436273,0.13492432190821718,0.08832140294227672,0.024954029934597007,0.15640485884504102
structured_mlp,val,temperature_scaled,fitted,15,0.10142218081151426,0.029969621908353995,0.10415398191522668,0.11029790489096085,0.01795784605275993,0.08414457918523427,0.09996886933174272,0.02104216690334594,0.1178327840235498,0.087822465375833,0.021183190443719413,0.14331379067152739,0.06881997913351462,0.012829317180248783,0.12942235578190198,0.0936662799087131,0.02059642849768561,0.11577349831548803
structured_mlp,test,temperature_scaled,fitted,15,0.10258893312063935,0.03818844162484546,0.12099977634673886,0.11487947204158087,0.023170890881485252,0.09621793104381093,0.09049177286626353,0.02921034928373531,0.1513325846195221,0.09415564712548838,0.018504944451265985,0.0939436664706782,0.06892370118616256,0.014977327784386402,0.2917353673414751,0.09420790526802694,0.024810390805143683,0.15084586516444504
fair_concat_mlp,val,temperature_scaled,fitted,15,0.09273067893909241,0.03917859620957823,0.1642255686050238,0.08785806404785083,0.020501224597067234,0.07623895141813486,0.09140024646601597,0.03606622049311971,0.13804688091788975,0.07269580641090524,0.013646850633993613,0.1417872394834246,0.07720742445229815,0.03351043441528431,0.25600421190261835,0.08437844406323253,0.028580665269808618,0.15526057046541825
fair_concat_mlp,test,temperature_scaled,fitted,15,0.09577245812699851,0.047361547092507346,0.13850907168605112,0.09236716574669816,0.017850809879392318,0.18524885748295072,0.08812735495734988,0.027326785408753718,0.16448255929541078,0.08058854988362205,0.020855919948049834,0.11619245599616657,0.07492197792406718,0.03616334856183796,0.28368319511413576,0.08635550132774716,0.029911682178108235,0.17762322791494298
gated_fusion_mlp,val,temperature_scaled,fitted,15,0.08974635215357377,0.019830608916645117,0.06528231242428656,0.08937125790633155,0.017976921678814543,0.17085947015068748,0.09018438165501755,0.0316810496869494,0.09823994744907727,0.07231521894089114,0.01725273707357248,0.12105299808360914,0.07374430492976769,0.017448737635967146,0.16336614177340558,0.08307230311711634,0.020838010998389736,0.12376017397621322
gated_fusion_mlp,test,temperature_scaled,fitted,15,0.09233100149321587,0.029853163346149115,0.20871800543933078,0.09271913752416718,0.01828469047757639,0.13478182603915534,0.08619423734207313,0.020738513190461084,0.10384880006313324,0.07942964670450761,0.021057142486430962,0.2297812362511953,0.07142898311365918,0.02138716242450331,0.15609257635862928,0.0844206012355246,0.022264134385024174,0.16664448883028876
late_probability_concat,val,temperature_scaled,missing,15,0.1078940608495134,0.055806407024150004,0.24479634224713498,0.12277960815301955,0.10242755442067528,0.2947918389524733,0.11147221276766836,0.10476327867584359,0.2619153133460454,0.11171821559908866,0.11494565880683624,0.34478712139221335,0.12575492130259253,0.17026906702143058,0.5041046880540394,0.11592380373437652,0.10964239318978715,0.3300790607983813
late_probability_concat,test,temperature_scaled,missing,15,0.11144036005277977,0.06137543205915637,0.24806201398372651,0.13315306917114317,0.0909808455219141,0.3131906088193257,0.11222104630817328,0.10569199354507552,0.32029414474964146,0.11604032404989961,0.11580257200242657,0.345436442871483,0.1295294432085678,0.18191162723547702,0.5305340868054014,0.12047684855811273,0.11115249407280992,0.3515034594459156
strong_signal_only,val,raw,fitted,20,0.09504519251207941,0.026043124680544955,0.10878306362364032,0.09608486418922348,0.052776356552159745,0.30092440457905045,0.09364190573009985,0.040420129944658774,0.2256536960601806,0.07687135606802649,0.03114375205157131,0.2964302727154323,0.08922499840366678,0.04874648730663257,0.3352454589760822,0.09017366338061919,0.03982597010711347,0.2534073791908772
strong_signal_only,test,raw,fitted,20,0.09657576396976593,0.02849594980891251,0.1493862271308899,0.09750736350345438,0.05598509888039928,0.27610640476147336,0.08827811736081465,0.029963266528888415,0.19176813879528554,0.08492837246739253,0.03555201894873959,0.2457895000775655,0.08794103926745181,0.05131483013178549,0.32028280063108966,0.09104613131377585,0.04026223285974506,0.23666661427926078
signal_embedding_mlp,val,raw,fitted,20,0.09571366824558483,0.03973838233640731,0.16440920396284625,0.09063478002584209,0.04170405507427268,0.17146197931711066,0.09146015362195983,0.032673818789510284,0.22798787606389898,0.07423632219749719,0.03377142644994699,0.3799080938100815,0.08577381001984756,0.03720999925800704,0.2654208014993107,0.08756374682214631,0.03701953638162886,0.2418375909306496
signal_embedding_mlp,test,raw,fitted,20,0.09855418930870895,0.043373703861887464,0.17510226525758443,0.09435250528054492,0.04369184676363116,0.27158823287164846,0.08822790229095188,0.028550961745011615,0.18117463759013586,0.08386431917369642,0.04204976052901976,0.23775584623217583,0.08286006013716442,0.03980473709368452,0.22871590852737433,0.08957179523821332,0.03949420199864691,0.21886737809578377
structured_mlp,val,raw,fitted,20,0.10206949222777667,0.03350394707933873,0.15051791518926622,0.1107631309000964,0.028441281148625396,0.15007439526644617,0.10017503533773785,0.03416943060377492,0.1624144158273373,0.08769288240833843,0.0183586935785215,0.1827081076560482,0.0689909851815064,0.01609260552582891,0.15871181090672815,0.09393830521109114,0.026113191587217893,0.16088532896916521
structured_mlp,test,raw,fitted,20,0.10314445594182388,0.04296542601708073,0.14733876287937164,0.11562922113558045,0.04124243841077796,0.15211331844329834,0.08995653631427313,0.028645921601575614,0.1971638533804152,0.09418484008304559,0.017510899822293334,0.20356951951980584,0.0690457325385394,0.020129734084735576,0.4116408079862594,0.09439215720265248,0.030098883987292647,0.22236525244183009
fair_concat_mlp,val,raw,fitted,20,0.0956613627656388,0.055984269268577844,0.2362702357769012,0.0900033929824674,0.04266887983673077,0.17938183061778545,0.09239420791258446,0.03902584143448801,0.1689148163184142,0.0741845062934955,0.03424718591894246,0.17920612171292305,0.07746212618633636,0.038009109077521384,0.32211627066135406,0.0859411192281045,0.0419870571072521,0.2171778550174756
fair_concat_mlp,test,raw,fitted,20,0.09948276135587523,0.057885999472604505,0.3203285777050515,0.09496837153410011,0.048898459917729,0.216936913728714,0.08914774062506417,0.03806353207560472,0.26391113735735416,0.08205815883414719,0.04074817119749178,0.23945380747318268,0.07490382366188394,0.03656877079904091,0.26885743604766,0.08811217120221412,0.04443298669249419,0.2618975744623925
gated_fusion_mlp,val,raw,fitted,20,0.09184059474711571,0.03942445100796707,0.2400595324654733,0.09126478484734514,0.03815544991380807,0.1633745177703746,0.09155540206633055,0.035661794653107384,0.19639630615711212,0.07322479565140942,0.028660480055051563,0.16671423401151386,0.07391394600350912,0.029196029319266965,0.2249070125467637,0.08435990466314199,0.034219640989840205,0.1982903205902475
gated_fusion_mlp,test,raw,fitted,20,0.09475185743050193,0.04754889261162115,0.20333256431528035,0.09541779486298382,0.04731838981828732,0.20780316559044087,0.08733543692031467,0.03419327537311098,0.15009694977810506,0.08012029882783313,0.04150907559073465,0.24603702340807235,0.07130134832721087,0.033583167843466114,0.26175787619182045,0.08578534727376888,0.04083056024744404,0.2138055158567438
late_probability_concat,val,raw,missing,20,0.1078940608495134,0.05757666963955112,0.21414345875382423,0.12277960815301955,0.10242755442067528,0.35438861449559533,0.11147221276766836,0.10476327867584359,0.28205997333294014,0.11171821559908866,0.11494565880683624,0.38567722014018463,0.12575492130259253,0.1702690670214306,0.5023711969455084,0.11592380373437652,0.10999644571286737,0.3477280927336105
late_probability_concat,test,raw,missing,20,0.11144036005277977,0.06146390893759891,0.2774043759303307,0.13315306917114317,0.09098084552191409,0.33430651891029484,0.11222104630817328,0.10569199354507552,0.34443766579908486,0.11604032404989961,0.11580257200242658,0.3658667827645937,0.1295294432085678,0.18191162723547702,0.5393493552597202,0.12047684855811273,0.11117018944849844,0.37227293973280484
strong_signal_only,val,temperature_scaled,fitted,20,0.09449240809711519,0.026577619973646754,0.15847976234826172,0.09355085719770559,0.03377344020748676,0.18250287923158381,0.09325643392684829,0.04214598307110814,0.27413375320888705,0.07663199314650204,0.03131777579321195,0.3040209145381533,0.08933250990760928,0.04920281191528217,0.30423251065340906,0.08945284045515609,0.03660352619214716,0.24467396399605898
strong_signal_only,test,temperature_scaled,fitted,20,0.09597849288454252,0.023406330323836474,0.10283474458588493,0.094701477136142,0.031679963459202314,0.2021792304926905,0.08801451281103119,0.03452877927909393,0.17194310824076336,0.08456770821022547,0.033552982588913,0.30181403817801633,0.08806670077348656,0.0499206690814931,0.3237293787300587,0.09026577836308555,0.03461774494650776,0.22050010004548276
signal_embedding_mlp,val,temperature_scaled,fitted,20,0.09372028152899892,0.019087910632035934,0.07409150401751197,0.08872880233722072,0.021904829828855152,0.109752357006073,0.0908425371874095,0.030724153958949313,0.13942482934069278,0.07389274981966269,0.03196514121575831,0.26426128200862714,0.08497398856149158,0.02438524918847178,0.20082461408206392,0.08643167188695669,0.025613456964814103,0.15767091729099375
signal_embedding_mlp,test,temperature_scaled,fitted,20,0.0960741597375818,0.02459538947945174,0.14640124865940637,0.09202476265776943,0.02107934120835824,0.22160265103299565,0.0876285473070004,0.025659521564399775,0.14887943012373794,0.08318843478268287,0.032439007627637614,0.2770486997835564,0.08269111022634913,0.028864001998853375,0.35665151476860046,0.08832140294227672,0.026527452375740147,0.23011670887365937
structured_mlp,val,temperature_scaled,fitted,20,0.10142218081151426,0.03176558571961679,0.15074834078550342,0.11029790489096085,0.021309867956201184,0.11026158699622512,0.09996886933174272,0.025039600050697726,0.14276366773992777,0.087822465375833,0.022496840612870262,0.1309366960610662,0.06881997913351462,0.01660300198606336,0.20927228296504308,0.0936662799087131,0.023442979265089862,0.14879651490955312
structured_mlp,test,temperature_scaled,fitted,20,0.10258893312063935,0.0390570611436288,0.11038294705477625,0.11487947204158087,0.02720423152937098,0.10797567825232235,0.09049177286626353,0.03443971950312933,0.19929044409231705,0.09415564712548838,0.01712922267524697,0.15074143239430027,0.06892370118616256,0.01682120201611301,0.335812791188558,0.09420790526802694,0.02693028737349782,0.18084065859645476
fair_concat_mlp,val,temperature_scaled,fitted,20,0.09273067893909241,0.041867256396541506,0.18122338298438256,0.08785806404785083,0.020878871564856384,0.16931754403880667,0.09140024646601597,0.03572574366304745,0.1562112244692716,0.07269580641090524,0.01522535191590446,0.14870481547855197,0.07720742445229815,0.034372395814952224,0.32354536056518546,0.08437844406323253,0.029613923871060405,0.19580046550723967
fair_concat_mlp,test,temperature_scaled,fitted,20,0.09577245812699851,0.04831654092775351,0.23691419618470327,0.09236716574669816,0.025890019271107307,0.12777603417634964,0.08812735495734988,0.028917357148163528,0.17991966885678912,0.08058854988362205,0.022429992951839575,0.14901207960568952,0.07492197792406718,0.035255577794504556,0.21838438014189399,0.08635550132774716,0.0321618976186737,0.18240127179308513
gated_fusion_mlp,val,temperature_scaled,fitted,20,0.08974635215357377,0.02225505029360294,0.10782012725487733,0.08937125790633155,0.01872472354535901,0.11676804224650061,0.09018438165501755,0.03389536729159624,0.1204842234912672,0.07231521894089114,0.01685791863698087,0.18671284119288128,0.07374430492976769,0.023025748109274408,0.25571179389953613,0.08307230311711634,0.022951761575362696,0.15749940561701253
gated_fusion_mlp,test,temperature_scaled,fitted,20,0.09233100149321587,0.033220852866513814,0.20645071597809483,0.09271913752416718,0.023770411898178176,0.1983313123385112,0.08619423734207313,0.02524185867182773,0.1636229738956545,0.07942964670450761,0.023192657835032025,0.20793805543969318,0.07142898311365918,0.02781277716358595,0.2532480988237593,0.0844206012355246,0.026647711687027544,0.20591823129514258
late_probability_concat,val,temperature_scaled,missing,20,0.1078940608495134,0.05757666963955112,0.21414345875382423,0.12277960815301955,0.10242755442067528,0.35438861449559533,0.11147221276766836,0.10476327867584359,0.28205997333294014,0.11171821559908866,0.11494565880683624,0.38567722014018463,0.12575492130259253,0.1702690670214306,0.5023711969455084,0.11592380373437652,0.10999644571286737,0.3477280927336105
late_probability_concat,test,temperature_scaled,missing,20,0.11144036005277977,0.06146390893759891,0.2774043759303307,0.13315306917114317,0.09098084552191409,0.33430651891029484,0.11222104630817328,0.10569199354507552,0.34443766579908486,0.11604032404989961,0.11580257200242658,0.3658667827645937,0.1295294432085678,0.18191162723547702,0.5393493552597202,0.12047684855811273,0.11117018944849844,0.37227293973280484
