model_name,split,calibration_mode,temperature_status,n_bins,classwise_brier_NORM,classwise_ece_NORM,classwise_mce_NORM,classwise_brier_MI,classwise_ece_MI,classwise_mce_MI,classwise_brier_STTC,classwise_ece_STTC,classwise_mce_STTC,classwise_brier_CD,classwise_ece_CD,classwise_mce_CD,classwise_brier_HYP,classwise_ece_HYP,classwise_mce_HYP,macro_brier,macro_ece,macro_mce
strong_signal_only,val,raw,fitted,15,0.09504519251207941,0.0231226920917606,0.09892430058065449,0.09608486418922348,0.050932123695451186,0.27382061027345206,0.09364190573009985,0.03815530733539692,0.26862554073333744,0.07687135606802649,0.027602587613814067,0.2009117982604287,0.08922499840366678,0.04985132760977704,0.2566631715744734,0.09017366338061919,0.03793280766923996,0.2197890842844692
strong_signal_only,test,raw,fitted,15,0.09657576396976593,0.023961889251410014,0.10782507618704995,0.09750736350345438,0.05418600329227403,0.26135795354843144,0.08827811736081465,0.02794202602284856,0.20031081713162935,0.08492837246739253,0.03434549194988537,0.23238053474020448,0.08794103926745181,0.05136749040156179,0.31719720482826236,0.09104613131377585,0.038360580183595956,0.2238143172871155
signal_embedding_mlp,val,raw,fitted,15,0.09571366824558483,0.03938542749374855,0.1450717472113096,0.09063478002584209,0.040405106641269936,0.1376426679747445,0.09146015362195983,0.02514414102007913,0.15721932855936205,0.07423632219749719,0.03130525983527996,0.21008610512529108,0.08577381001984756,0.0392290128105133,0.24082680752402863,0.08756374682214631,0.035093789560178175,0.17816933127894716
signal_embedding_mlp,test,raw,fitted,15,0.09855418930870895,0.043045806426672266,0.1641789030197055,0.09435250528054492,0.04434977047984565,0.16215489583986775,0.08822790229095188,0.029056966699177,0.15575379446933146,0.08386431917369642,0.03624374298060443,0.24633053243160247,0.08286006013716442,0.03693592438957652,0.16838626397980583,0.08957179523821332,0.03792644219517517,0.1793608779480626
structured_mlp,val,raw,fitted,15,0.10206949222777667,0.030615318121485026,0.12372454937468191,0.1107631309000964,0.02434711474134823,0.09248583477277028,0.10017503533773785,0.02728572906639539,0.11984649300575256,0.08769288240833843,0.022922501862685574,0.13807355506079538,0.0689909851815064,0.017199179292044946,0.18649227089352083,0.09393830521109114,0.024473968616791835,0.1321245406215042
structured_mlp,test,raw,fitted,15,0.10314445594182388,0.04141380072452574,0.13013935645421348,0.11562922113558045,0.03571613308107593,0.11715482011184855,0.08995653631427313,0.023439241393212375,0.1723884517146695,0.09418484008304559,0.02206933938456848,0.12189172443590668,0.0690457325385394,0.016937513140553122,0.2955107599496841,0.09439215720265248,0.02791520554478713,0.16741702253326446
fair_concat_mlp,val,raw,fitted,15,0.0956613627656388,0.053189258122147726,0.22904938752533954,0.0900033929824674,0.04185105796664251,0.14945873837260637,0.09239420791258446,0.03438037912490559,0.1328062972961328,0.0741845062934955,0.03448767411438362,0.1606563564502832,0.07746212618633636,0.0380091090775214,0.25057198545512027,0.0859411192281045,0.040383495681120166,0.18450855301989644
fair_concat_mlp,test,raw,fitted,15,0.09948276135587523,0.06059858485559961,0.33157508662252716,0.09496837153410011,0.04672822559572345,0.1825992591453321,0.08914774062506417,0.03314187692617092,0.24770732505901433,0.08205815883414719,0.0412398842703354,0.2122708983493574,0.07490382366188394,0.036208981750169386,0.23738337698436918,0.08811217120221412,0.04358351067959974,0.24230718923212002
gated_fusion_mlp,val,raw,fitted,15,0.09184059474711571,0.03942445100796704,0.15845375657081606,0.09126478484734514,0.03824158195659723,0.16969661890192234,0.09155540206633055,0.032831422856601816,0.1984367017843286,0.07322479565140942,0.03006509617842666,0.17955623502316687,0.07391394600350912,0.026942192551845764,0.21361080624840478,0.08435990466314199,0.0335009489102877,0.18395082370572774
gated_fusion_mlp,test,raw,fitted,15,0.09475185743050193,0.04401611216371246,0.21475604005243587,0.09541779486298382,0.043400318140014625,0.20360420415034663,0.08733543692031467,0.034889928861446304,0.14636335358387087,0.08012029882783313,0.03738003873649053,0.23080599658629475,0.07130134832721087,0.027232853573415337,0.23668063655495641,0.08578534727376888,0.037383850295015855,0.20644204618558087
