model_name,split,calibration_mode,label,bin,bin_left,bin_right,confidence,accuracy,count
signal_embedding_mlp,val,raw,NORM,2,0.2,0.30000000000000004,0.247450590133667,0.27586206896551724,58
signal_embedding_mlp,val,raw,NORM,3,0.30000000000000004,0.4,0.3461495120017255,0.4426229508196721,61
signal_embedding_mlp,val,raw,NORM,4,0.4,0.5,0.4533349502894838,0.3898305084745763,59
signal_embedding_mlp,val,raw,NORM,5,0.5,0.6000000000000001,0.5570288433957455,0.44776119402985076,67
signal_embedding_mlp,val,raw,NORM,6,0.6000000000000001,0.7000000000000001,0.6451720197995504,0.6231884057971014,69
signal_embedding_mlp,val,raw,NORM,7,0.7000000000000001,0.8,0.7543208681522532,0.723404255319149,94
signal_embedding_mlp,val,raw,NORM,8,0.8,0.9,0.860655772014403,0.8028169014084507,142
signal_embedding_mlp,val,raw,NORM,9,0.9,1.0,0.9675158906130144,0.9104938271604939,648
signal_embedding_mlp,val,raw,MI,0,0.0,0.1,0.01835303399026379,0.045454545454545456,1364
signal_embedding_mlp,val,raw,MI,1,0.1,0.2,0.14182227889696758,0.2,150
signal_embedding_mlp,val,raw,MI,2,0.2,0.30000000000000004,0.2485346492425895,0.38271604938271603,81
signal_embedding_mlp,val,raw,MI,3,0.30000000000000004,0.4,0.34297224612378363,0.29850746268656714,67
signal_embedding_mlp,val,raw,MI,4,0.4,0.5,0.4480430270141026,0.5660377358490566,53
signal_embedding_mlp,val,raw,MI,5,0.5,0.6000000000000001,0.5532833921412627,0.4791666666666667,48
signal_embedding_mlp,val,raw,MI,6,0.6000000000000001,0.7000000000000001,0.651911374926567,0.6166666666666667,60
signal_embedding_mlp,val,raw,MI,7,0.7000000000000001,0.8,0.7498992582162222,0.6515151515151515,66
signal_embedding_mlp,val,raw,MI,8,0.8,0.9,0.851622200012207,0.7555555555555555,90
signal_embedding_mlp,val,raw,MI,9,0.9,1.0,0.9597894914594352,0.9607843137254902,204
signal_embedding_mlp,val,raw,STTC,0,0.0,0.1,0.017489583524974796,0.013676588897827836,1243
