dataset,calibration_scope,n_records,labels,macro_brier,micro_brier,macro_ece,macro_mce,macro_auroc,macro_average_precision,macro_f1,temperature_source,missing_artifact_note
cpsc2018,signal-only-external,9944,"NORM,CD",0.12677161809696125,0.12677161809696125,0.12617705278787356,0.4099018806316892,0.9070820190282965,0.6509030802750274,0.6028489260055631,internal validation temperature scaling,
chapman,signal-only-external,45150,"MI,CD,HYP",0.08546173936679495,0.08546173936679495,0.14121495146274096,0.7276671408367364,0.8741666345404479,0.17266440893462123,0.18759443711241866,internal validation temperature scaling,
