comparison,split,metric,fair_mlp_concat_value,comparator_model,comparator_value,delta_fair_minus_comparator,paired_bootstrap_ci_lower,paired_bootstrap_ci_upper,ci_contains_zero,n_bootstrap,seed,n_records,prediction_files_used,interpretation
fair_mlp_concat_minus_signal_embedding_mlp,test,AUROC,0.9192507455884117,signal_embedding_mlp,0.9094370505165978,0.009813695071813844,0.006737885014407791,0.01306017067086601,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
fair_mlp_concat_minus_signal_embedding_mlp,test,AP,0.7952891946259257,signal_embedding_mlp,0.7723626520223539,0.022926542603571853,0.01569244360223663,0.030151036040818098,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
fair_mlp_concat_minus_signal_embedding_mlp,test,F1,0.7207618723642264,signal_embedding_mlp,0.7002162028010851,0.0205456695631413,0.008778813882547486,0.03241567311117137,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
fair_mlp_concat_minus_strong_signal_only,test,AUROC,0.9192507455884117,strong_signal_only,0.9098145514801864,0.009436194108225271,0.006249284645776687,0.012727772455556776,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
fair_mlp_concat_minus_strong_signal_only,test,AP,0.7952891946259257,strong_signal_only,0.7720569033583059,0.02323229126761983,0.015141035915710924,0.030793739606220328,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
fair_mlp_concat_minus_strong_signal_only,test,F1,0.7207618723642264,strong_signal_only,0.699812139990542,0.02094973237368436,0.009818400607274633,0.03188812282980302,False,2000,2026,2198,fair_mlp_concat=results/internal/fair_concat/fair_concat_test_predictions.csv; signal_embedding_mlp=results/internal/ablation_signal_embedding/signal_embedding_mlp_test_predictions.csv; strong_signal_only=results/internal/signal_strong/signal_strong_test_predictions.csv,statistically supported fair concat gain
