split,threshold_mode,macro_auroc,macro_average_precision,macro_f1,micro_f1
val,default_0.5,0.9226791643987469,0.7962194988178002,0.729732129283043,0.7694816962667633
val,validation_tuned,0.9226791643987469,0.7962194988178002,0.7411109315059876,0.7772108843537415
test,default_0.5,0.9192507455884117,0.7952891946259257,0.7207618723642264,0.7645889792231255
test,validation_tuned,0.9192507455884117,0.7952891946259257,0.7281347528609706,0.7672164597857507
