model,split,threshold_mode,auroc,average_precision,f1,micro_f1,positive_count
signal_embedding_mlp,val,default_0.5,0.9124966271965246,0.7763970315512838,0.7027172523727134,0.7600810163874057,2786
signal_embedding_mlp,test,default_0.5,0.9094370505165978,0.7723626520223539,0.7002162028010851,0.7562534234069747,2792
signal_embedding_mlp,val,validation_tuned,0.9124966271965246,0.7763970315512838,0.7250520930474396,0.7603757472245943,2786
signal_embedding_mlp,test,validation_tuned,0.9094370505165978,0.7723626520223539,0.7036612455807892,0.7422926247657979,2792
