model_name,probability_mode,coverage,uncertainty_score,referred_n,referral_fraction,mean_predicted_labels_per_record,mean_entropy,mean_margin_uncertainty,error_rate_if_available,NORM_prevalence,MI_prevalence,STTC_prevalence,CD_prevalence,HYP_prevalence
strong_signal_only,raw,1.0,entropy_macro,0,0.0,,,,,,,,,
strong_signal_only,raw,0.9,entropy_macro,210,0.09554140127388536,1.8666666666666667,0.47894778322802156,-0.06900452990476191,0.8,0.14761904761904762,0.4666666666666667,0.3904761904761905,0.21904761904761905,0.21904761904761905
strong_signal_only,raw,0.8,entropy_macro,446,0.20291173794358508,1.8206278026905829,0.4392692042127044,-0.08310623423766815,0.7511210762331838,0.21973094170403587,0.4125560538116592,0.35650224215246634,0.25112107623318386,0.19730941704035873
strong_signal_only,raw,0.7,entropy_macro,683,0.31073703366697,1.7759882869692534,0.4101409717803046,-0.0915201125431918,0.7159590043923866,0.23572474377745242,0.40702781844802344,0.3484626647144949,0.26061493411420206,0.1800878477306003
strong_signal_only,raw,0.6,entropy_macro,907,0.41264786169244766,1.7166482910694598,0.38703791507003366,-0.10170990560915104,0.681367144432194,0.26460859977949286,0.38037486218302097,0.33076074972436603,0.25689084895259096,0.16648291069459759
strong_signal_only,raw,0.5,entropy_macro,1141,0.5191082802547771,1.6713409290096406,0.3645644829746368,-0.11233348086765993,0.635407537248028,0.2751971954425942,0.36459246275197194,0.31901840490797545,0.2751971954425942,0.16739702015775634
strong_signal_only,raw,1.0,entropy_max,0,0.0,,,,,,,,,
strong_signal_only,raw,0.9,entropy_max,214,0.09736123748862602,2.0934579439252334,0.3899173409497672,-0.08369729135514017,0.7990654205607477,0.21962616822429906,0.40654205607476634,0.3364485981308411,0.3037383177570093,0.14485981308411214
strong_signal_only,raw,0.8,entropy_max,448,0.20382165605095542,1.9933035714285714,0.38826726150151153,-0.08415204689732143,0.7857142857142857,0.24776785714285715,0.3861607142857143,0.32142857142857145,0.296875,0.15401785714285715
strong_signal_only,raw,0.7,entropy_max,665,0.30254777070063693,1.9533834586466166,0.37902875505085326,-0.08560282920000001,0.7789473684210526,0.23909774436090225,0.37293233082706767,0.33383458646616543,0.2962406015037594,0.16842105263157894
strong_signal_only,raw,0.6,entropy_max,901,0.4099181073703367,1.8546059933407326,0.36596452234172794,-0.09196407578668146,0.7269700332963374,0.23307436182019978,0.37180910099889014,0.3407325194228635,0.3196448390677026,0.17203107658157601
strong_signal_only,raw,0.5,entropy_max,1124,0.5113739763421292,1.7375444839857652,0.3543775962902313,-0.10162781427784698,0.6752669039145908,0.24644128113879005,0.35587188612099646,0.33451957295373663,0.31583629893238435,0.1699288256227758
