model_name,split,calibration_mode,temperature_status,n_bins,classwise_brier_NORM,classwise_ece_NORM,classwise_mce_NORM,classwise_brier_MI,classwise_ece_MI,classwise_mce_MI,classwise_brier_STTC,classwise_ece_STTC,classwise_mce_STTC,classwise_brier_CD,classwise_ece_CD,classwise_mce_CD,classwise_brier_HYP,classwise_ece_HYP,classwise_mce_HYP,macro_brier,macro_ece,macro_mce
strong_signal_only,val,temperature_scaled,fitted,10,0.09449240809711519,0.011369193800746087,0.03688278313606019,0.09355085719770559,0.02948574833783623,0.14276917025728042,0.09325643392684829,0.03822879081328683,0.16085081547498703,0.07663199314650204,0.03119261761608211,0.1997129132873134,0.08933250990760928,0.04802584599192261,0.23827977383390386,0.08945284045515609,0.03166043931197478,0.15569909119790898
strong_signal_only,test,temperature_scaled,fitted,10,0.09597849288454252,0.017369500479814236,0.07812710469510376,0.094701477136142,0.031088473380454333,0.15776684672333469,0.08801451281103119,0.03225602098177681,0.13511361084975215,0.08456770821022547,0.029375803415783035,0.16255588478901806,0.08806670077348656,0.04983125647385408,0.24346662685275078,0.09026577836308555,0.0319842109463365,0.15540601478199187
signal_embedding_mlp,val,temperature_scaled,fitted,10,0.09372028152899892,0.016078516302033927,0.052519558750568546,0.08872880233722072,0.01274568941715733,0.07944538982378113,0.0908425371874095,0.026561440763068142,0.10364009450082057,0.07389274981966269,0.026823255202309666,0.19107977032661438,0.08497398856149158,0.01666131724346806,0.17085899728717224,0.08643167188695669,0.019774043785607424,0.11950876213779138
signal_embedding_mlp,test,temperature_scaled,fitted,10,0.0960741597375818,0.018981746762696847,0.08561914591562181,0.09202476265776943,0.016695993788290585,0.10964545079817373,0.0876285473070004,0.022729120950958612,0.13030849099159236,0.08318843478268287,0.02730935541708207,0.1942682979684887,0.08269111022634913,0.022726695612197412,0.14371752681084052,0.08832140294227672,0.021688582506245106,0.13271178249694343
structured_mlp,val,temperature_scaled,fitted,10,0.10142218081151426,0.024194910098825396,0.11116223800473096,0.11029790489096085,0.019352921842494174,0.06206444176760584,0.09996886933174272,0.0184283112008719,0.07120332663709461,0.087822465375833,0.014838156421699538,0.11879662033354879,0.06881997913351462,0.008650059804621614,0.09882828806127819,0.0936662799087131,0.017092871873702526,0.09241098296085168
structured_mlp,test,temperature_scaled,fitted,10,0.10258893312063935,0.037068590318100246,0.09628947943198574,0.11487947204158087,0.022440428685447107,0.07151335090156491,0.09049177286626353,0.023301909254678232,0.107970505700273,0.09415564712548838,0.012711665565228503,0.13486656546592712,0.06892370118616256,0.010608418843779582,0.29671590287109906,0.09420790526802694,0.021226202533446734,0.14147116087416997
fair_concat_mlp,val,temperature_scaled,fitted,10,0.09273067893909241,0.038066112812117525,0.14509972043429747,0.08785806404785083,0.018901708200016097,0.10117227248847482,0.09140024646601597,0.032500282734644705,0.1115952898079241,0.07269580641090524,0.011601698949859025,0.07105614244937897,0.07720742445229815,0.02840300583188312,0.1854465388237162,0.08437844406323253,0.025894561705704096,0.12287399280075832
fair_concat_mlp,test,temperature_scaled,fitted,10,0.09577245812699851,0.04670693975920343,0.1459025825772966,0.09236716574669816,0.018642806802611264,0.11088545833315172,0.08812735495734988,0.02449906611414103,0.16531166682640713,0.08058854988362205,0.017072668335783137,0.09272134528969822,0.07492197792406718,0.03449984513409817,0.17809016422221538,0.08635550132774716,0.028284265229167403,0.1385822434497538
gated_fusion_mlp,val,temperature_scaled,fitted,10,0.08974635215357377,0.01964111401018164,0.05516973103989259,0.08937125790633155,0.014586405016365987,0.094284166608538,0.09018438165501755,0.027026016637302617,0.08505077526821359,0.07231521894089114,0.013722712437818911,0.08475086201320992,0.07374430492976769,0.01559708142310861,0.14593763561809758,0.08307230311711634,0.018114665904955557,0.09303863410959033
gated_fusion_mlp,test,temperature_scaled,fitted,10,0.09233100149321587,0.024842945301014687,0.11385770165003273,0.09271913752416718,0.016382020233128215,0.08635303120554239,0.08619423734207313,0.019501166539555623,0.10111801983679042,0.07942964670450761,0.01293228269130749,0.1700856489794595,0.07142898311365918,0.02272358276707078,0.12304003203093117,0.0844206012355246,0.01927639950641536,0.11889088674055123
late_probability_concat,val,temperature_scaled,missing,10,0.1078940608495134,0.05285974205713514,0.20926366796096163,0.12277960815301955,0.10242755442067526,0.295949110300234,0.11147221276766836,0.10476327867584359,0.2117441620145526,0.11171821559908866,0.11494565880683624,0.3159521172444026,0.12575492130259253,0.17026906702143058,0.46142854627810026,0.11592380373437652,0.10905306019638417,0.29886752075965023
late_probability_concat,test,temperature_scaled,missing,10,0.11144036005277977,0.05935048799763279,0.25583471118153395,0.13315306917114317,0.0909808455219141,0.29425902764002476,0.11222104630817328,0.10569199354507552,0.27995255267297897,0.11604032404989961,0.11580257200242658,0.3287202537833871,0.1295294432085678,0.18191162723547702,0.5216650839733041,0.12047684855811273,0.11074750526050521,0.3360863258502458
