split,metric,estimate,ci_lower,ci_upper,n_bootstrap
val,auroc,0.9114075266819333,0.9031879909420394,0.9193747025234394,1000
val,average_precision,0.7740157303282164,0.7565694910317556,0.7932614096808858,1000
val,f1,0.7029518486214947,0.6857302857051822,0.7215184152395482,1000
test,auroc,0.9098145514801864,0.9016793668878643,0.9175268024446654,1000
test,average_precision,0.7720569033583059,0.7551351919766901,0.7897845654386033,1000
test,f1,0.699812139990542,0.6839092749127489,0.7166257909933168,1000
