split,threshold_mode,macro_auroc,macro_average_precision,macro_f1,micro_f1
val,default_0.5,0.9124966271965246,0.7763970315512838,0.7027172523727134,0.7600810163874057
val,validation_tuned,0.9124966271965246,0.7763970315512838,0.7250520930474396,0.7603757472245943
test,default_0.5,0.9094370505165978,0.7723626520223539,0.7002162028010851,0.7562534234069747
test,validation_tuned,0.9094370505165978,0.7723626520223539,0.7036612455807892,0.7422926247657979
