split,label,n_seeds,auroc_mean,auroc_std,average_precision_mean,average_precision_std,f1_mean,f1_std
test,macro,3,0.8673120507414301,0.005667419924778984,0.6938817267427164,0.008971470251943588,0.5560560293217748,0.04900299171590733
val,macro,3,0.8699831187468483,0.005805249548895167,0.6937365697117803,0.009060584301007417,0.5593864513936566,0.04634833864212849
