split,threshold_mode,macro_auroc,macro_average_precision,macro_f1,micro_f1,per_class_f1_NORM,per_class_f1_MI,per_class_f1_STTC,per_class_f1_CD,per_class_f1_HYP
val,default_0.5,0.9114075266819333,0.7740157303282164,0.7029518486214947,0.7531703730931814,0.8549618320610687,0.6809881847475833,0.737037037037037,0.7780040733197556,0.463768115942029
val,validation_tuned,0.9114075266819333,0.7740157303282164,0.7229439446381364,0.7624083233839332,0.856717897868121,0.7416974169741697,0.7493584260051326,0.7791411042944786,0.4878048780487805
test,default_0.5,0.9098145514801864,0.7720569033583059,0.699812139990542,0.7477723222404073,0.8479445269935612,0.6876971608832808,0.7436140018921475,0.7389969293756398,0.4808080808080808
test,validation_tuned,0.9098145514801864,0.7720569033583059,0.705943955534,0.7475843363281912,0.8481927710843373,0.7343895619757689,0.742756804214223,0.7402061855670103,0.46417445482866043
