dataset,label,prevalence,auroc,average_precision,f1,support,n_records,threshold,threshold_source,temperature_source,brier_score,ece,mce,interpretation_note
cpsc2018,NORM,0.08960176991150443,0.911937594584231,0.5255558971834964,0.4343624161073826,891,9944,0.42,ptbxl_validation,internal validation temperature scaling,0.13162880481162784,0.1751404670966192,0.5406870209725104,Signal-only external result using validation-derived thresholds; no external threshold tuning was performed.
cpsc2018,CD,0.290124698310539,0.902226443472362,0.7762502633665584,0.7463697967086157,2885,9944,0.51,ptbxl_validation,internal validation temperature scaling,0.12191443138229463,0.0772136384791279,0.27911674029086797,Signal-only external result using validation-derived thresholds; no external threshold tuning was performed.
chapman,MI,0.0027242524916943523,0.9349162860007572,0.079586927552686,0.0276887578515574,123,45150,0.3,ptbxl_validation,internal validation temperature scaling,0.07085445093107312,0.14771210607536603,0.8688459962115183,Low AP/F1 should be interpreted with prevalence and validation-threshold transfer; no external threshold tuning was performed.
chapman,CD,0.0677297895902547,0.8387829359675373,0.2624260118136433,0.3318890015672536,3058,45150,0.51,ptbxl_validation,internal validation temperature scaling,0.12662702087088626,0.1437003692224082,0.6715844630260094,Low AP/F1 should be interpreted with prevalence and validation-threshold transfer; no external threshold tuning was performed.
chapman,HYP,0.01663344407530454,0.8488006816530488,0.1759802874375344,0.1353425422073391,751,45150,0.34,ptbxl_validation,internal validation temperature scaling,0.05890374629842546,0.13223237909044863,0.6425709632726817,Low AP/F1 should be interpreted with prevalence and validation-threshold transfer; no external threshold tuning was performed.
