comparison,split,metric,left_model,right_model,left_value,right_value,delta_right_minus_left,paired_bootstrap_ci_lower,paired_bootstrap_ci_upper,ci_contains_zero,n_bootstrap
stage14l_fair_concat_mlp_minus_stage14l_signal_embedding_mlp,test,auroc,stage14l_signal_embedding_mlp,stage14l_fair_concat_mlp,0.9094108605268953,0.9096655689447324,0.00025470841783703513,-0.0008620437340393444,0.0013366935348982612,True,1000
stage14l_fair_concat_mlp_minus_stage14l_signal_embedding_mlp,test,average_precision,stage14l_signal_embedding_mlp,stage14l_fair_concat_mlp,0.7722004486218713,0.7730997819573394,0.0008993333354680999,-0.0017209426700020459,0.0033415708157152305,True,1000
stage14l_fair_concat_mlp_minus_stage14l_signal_embedding_mlp,test,f1,stage14l_signal_embedding_mlp,stage14l_fair_concat_mlp,0.6980867420939594,0.6938211645939891,-0.004265577499970252,-0.010254435121828262,0.0018499491156156367,True,1000
stage14l_fair_concat_mlp_minus_stage14l_structured_mlp,test,auroc,stage14l_structured_mlp,stage14l_fair_concat_mlp,0.5703637296030353,0.9096655689447324,0.3393018393416971,0.3230997097604484,0.3562800467941212,False,1000
stage14l_fair_concat_mlp_minus_stage14l_structured_mlp,test,average_precision,stage14l_structured_mlp,stage14l_fair_concat_mlp,0.3044559717118323,0.7730997819573394,0.4686438102455071,0.44654530674718995,0.48985574927429476,False,1000
stage14l_fair_concat_mlp_minus_stage14l_structured_mlp,test,f1,stage14l_structured_mlp,stage14l_fair_concat_mlp,0.0,0.6938211645939891,0.6938211645939891,0.6749718909276273,0.7110450999488792,False,1000
