model_name,probability_mode,split,label,threshold,prevalence,tp,fp,tn,fn,net_benefit,treat_all_net_benefit,treat_none_net_benefit,net_benefit_vs_treat_all,net_benefit_vs_treat_none,reason
strong_signal_only,temperature_scaled,test,NORM,0.27,0.4381255686988171,923,308,927,40,0.3680992683261246,0.2303089982175576,0.0,0.137790270108567,0.3680992683261246,
strong_signal_only,temperature_scaled,test,NORM,0.28,0.4381255686988171,921,303,932,42,0.3654079466181377,0.21961884541502366,0.0,0.14578910120311403,0.3654079466181377,
strong_signal_only,temperature_scaled,test,NORM,0.29,0.4381255686988171,917,299,936,46,0.3616347768137488,0.20862756154762965,0.0,0.15300721526611913,0.3616347768137488,
strong_signal_only,temperature_scaled,test,NORM,0.3,0.4381255686988171,916,296,939,47,0.35902768750812425,0.19732224099831008,0.0,0.16170544650981417,0.35902768750812425,
strong_signal_only,temperature_scaled,test,NORM,0.31,0.4381255686988171,914,293,942,49,0.3559428202186441,0.18568922999828558,0.0,0.17025359022035852,0.3559428202186441,
strong_signal_only,temperature_scaled,test,NORM,0.32,0.4381255686988171,909,286,949,54,0.3523256436332495,0.1737140716159074,0.0,0.17861157201734207,0.3523256436332495,
strong_signal_only,temperature_scaled,test,NORM,0.33,0.4381255686988171,907,282,953,56,0.3494560862656689,0.1613814458191299,0.0,0.188074640446539,0.3494560862656689,
strong_signal_only,temperature_scaled,test,NORM,0.34,0.4381255686988171,904,278,957,59,0.3461273333884799,0.14867510408911672,0.0,0.19745222929936318,0.3461273333884799,
strong_signal_only,temperature_scaled,test,NORM,0.35,0.4381255686988171,903,273,962,60,0.3439490445859873,0.1355777979981801,0.0,0.2083712465878072,0.3439490445859873,
strong_signal_only,temperature_scaled,test,NORM,0.36,0.4381255686988171,901,267,968,62,0.34158894449499544,0.12207120109190167,0.0,0.21951774340309377,0.34158894449499544,
strong_signal_only,temperature_scaled,test,NORM,0.37,0.4381255686988171,898,259,976,65,0.33934890304317056,0.10813582333145566,0.0,0.2312130797117149,0.33934890304317056,
strong_signal_only,temperature_scaled,test,NORM,0.38,0.4381255686988171,897,256,979,66,0.3367137280225425,0.09375091725615653,0.0,0.24296281076638598,0.3367137280225425,
strong_signal_only,temperature_scaled,test,NORM,0.39,0.4381255686988171,896,250,985,67,0.3349244469637077,0.07889437491609352,0.0,0.2560300720476142,0.3349244469637077,
strong_signal_only,temperature_scaled,test,NORM,0.4,0.4381255686988171,892,245,990,71,0.3315134971185927,0.0635426144980284,0.0,0.2679708826205643,0.3315134971185927,
strong_signal_only,temperature_scaled,test,NORM,0.41,0.4381255686988171,888,241,994,75,0.32780956493576596,0.047670455421723934,0.0,0.28013910951404203,0.32780956493576596,
strong_signal_only,temperature_scaled,test,NORM,0.42,0.4381255686988171,885,237,998,78,0.3245583759530608,0.031250980515201865,0.0,0.29330739543785894,0.3245583759530608,
strong_signal_only,temperature_scaled,test,NORM,0.43,0.4381255686988171,880,232,1003,83,0.3207381511102598,0.014255383682135248,0.0,0.3064827674281245,0.3207381511102598,
strong_signal_only,temperature_scaled,test,NORM,0.44,0.4381255686988171,875,226,1009,88,0.3173014428701417,-0.003347198752112368,0.0,0.3206486416222541,0.3173014428701417,
strong_signal_only,temperature_scaled,test,NORM,0.45,0.4381255686988171,870,222,1013,93,0.3131772685912813,-0.021589875093059874,0.0,0.3347671436843412,0.3131772685912813,
strong_signal_only,temperature_scaled,test,NORM,0.46,0.4381255686988171,869,215,1020,94,0.3120345094867388,-0.04050820611330175,0.0,0.3525427156000405,0.3120345094867388,
strong_signal_only,temperature_scaled,test,NORM,0.47,0.4381255686988171,867,212,1023,96,0.3089171974522293,-0.06014043641732625,0.0,0.36905763386955553,0.3089171974522293,
strong_signal_only,temperature_scaled,test,NORM,0.48,0.4381255686988171,866,209,1026,97,0.3062224399804018,-0.0805277525022749,0.0,0.38675019248267667,0.3062224399804018,
strong_signal_only,temperature_scaled,test,NORM,0.49,0.4381255686988171,860,205,1030,103,0.30165569412478366,-0.10171457117879007,0.0,0.4033702653035737,0.30165569412478366,
strong_signal_only,temperature_scaled,test,NORM,0.5,0.4381255686988171,856,200,1035,107,0.2984531392174704,-0.1237488626023659,0.0,0.4222020018198363,0.2984531392174704,
strong_signal_only,temperature_scaled,test,MI,0.01,0.2502274795268426,548,1304,344,2,0.24332496943961912,0.24265401972408343,0.0,0.0006709497155356903,0.24332496943961912,
strong_signal_only,temperature_scaled,test,MI,0.02,0.2502274795268426,543,1082,566,7,0.23699652745538616,0.23492599951718632,0.0,0.00207052793819984,0.23699652745538616,
strong_signal_only,temperature_scaled,test,MI,0.03,0.2502274795268426,540,933,715,10,0.2325497406264364,0.2270386386874666,0.0,0.005511101938969809,0.2325497406264364,
strong_signal_only,temperature_scaled,test,MI,0.04,0.2502274795268426,533,828,820,17,0.2267970882620564,0.21898695784046104,0.0,0.007810130421595368,0.2267970882620564,
strong_signal_only,temperature_scaled,test,MI,0.05,0.2502274795268426,531,734,914,19,0.22400747090656578,0.2107657679229922,0.0,0.013241702983573578,0.22400747090656578,
strong_signal_only,temperature_scaled,test,MI,0.06,0.2502274795268426,528,657,991,22,0.2211391400305887,0.20236965907110915,0.0,0.018769480959479556,0.2211391400305887,
strong_signal_only,temperature_scaled,test,MI,0.07,0.2502274795268426,525,602,1046,25,0.2182384768166564,0.19379298873854042,0.0,0.024445488078115973,0.2182384768166564,
strong_signal_only,temperature_scaled,test,MI,0.08,0.2502274795268426,523,565,1083,27,0.2155912489615065,0.1850298690509159,0.0,0.030561379910590603,0.2155912489615065,
strong_signal_only,temperature_scaled,test,MI,0.09,0.2502274795268426,514,530,1118,36,0.2100010999010089,0.1760741533262007,0.0,0.033926946574808214,0.2100010999010089,
strong_signal_only,temperature_scaled,test,MI,0.1,0.2502274795268426,513,490,1158,37,0.2086240016176322,0.16691942169649177,0.0,0.04170457992114043,0.2086240016176322,
strong_signal_only,temperature_scaled,test,MI,0.11,0.2502274795268426,510,453,1195,40,0.20655652227254603,0.15755896576049733,0.0,0.04899755651204871,0.20655652227254603,
strong_signal_only,temperature_scaled,test,MI,0.12,0.2502274795268426,505,426,1222,45,0.20332533708329886,0.14798577218959388,0.0,0.05533956489370498,0.20332533708329886,
strong_signal_only,temperature_scaled,test,MI,0.13,0.2502274795268426,498,395,1253,52,0.19971656573896857,0.13819250520326737,0.0,0.0615240605357012,0.19971656573896857,
strong_signal_only,temperature_scaled,test,MI,0.14,0.2502274795268426,491,366,1282,59,0.1962778001142688,0.12817148782191,0.0,0.06810631229235878,0.1962778001142688,
strong_signal_only,temperature_scaled,test,MI,0.15,0.2502274795268426,487,341,1307,63,0.19418722903174007,0.11791468179628542,0.0,0.07627254723545465,0.19418722903174007,
strong_signal_only,temperature_scaled,test,MI,0.16,0.2502274795268426,482,319,1329,68,0.19164608518566661,0.10741366610338404,0.0,0.08423241908228257,0.19164608518566661,
strong_signal_only,temperature_scaled,test,MI,0.17,0.2502274795268426,479,305,1343,71,0.18950414944582697,0.09665961388776217,0.0,0.0928445355580648,0.18950414944582697,
strong_signal_only,temperature_scaled,test,MI,0.18,0.2502274795268426,477,289,1359,73,0.18815331010452963,0.08564326771566175,0.0,0.10251004238886788,0.18815331010452963,
strong_signal_only,temperature_scaled,test,MI,0.19,0.2502274795268426,471,269,1379,79,0.1855783596760242,0.074354912996102,0.0,0.1112234466799222,0.1855783596760242,
strong_signal_only,temperature_scaled,test,MI,0.2,0.2502274795268426,463,259,1389,87,0.1811874431301183,0.06278434940855326,0.0,0.11840309372156504,0.1811874431301183,
strong_signal_only,temperature_scaled,test,MI,0.21,0.2502274795268426,460,242,1406,90,0.18001405189988598,0.0509208601605603,0.0,0.12909319173932568,0.18001405189988598,
strong_signal_only,temperature_scaled,test,MI,0.22,0.2502274795268426,456,219,1429,94,0.17935885770280677,0.03875317888056745,0.0,0.14060567882223932,0.17935885770280677,
strong_signal_only,temperature_scaled,test,MI,0.23,0.2502274795268426,451,208,1440,99,0.17691998629214278,0.026269453930964443,0.0,0.15065053236117834,0.17691998629214278,
strong_signal_only,temperature_scaled,test,MI,0.24,0.2502274795268426,442,201,1447,108,0.17221397442651212,0.013457209903740303,0.0,0.15875676452277182,0.17221397442651212,
strong_signal_only,temperature_scaled,test,MI,0.25,0.2502274795268426,440,194,1454,110,0.17076129814983318,0.0003033060357901518,0.0,0.17045799211404303,0.17076129814983318,
strong_signal_only,temperature_scaled,test,MI,0.26,0.2502274795268426,436,182,1466,114,0.1692693603521629,-0.013206108747509993,0.0,0.18247546909967288,0.1692693603521629,
strong_signal_only,temperature_scaled,test,MI,0.27,0.2502274795268426,433,175,1473,117,0.1675495780722201,-0.02708564448377726,0.0,0.19463522255599736,0.1675495780722201,
strong_signal_only,temperature_scaled,test,MI,0.28,0.2502274795268426,430,166,1482,120,0.1662622586189465,-0.04135072287938529,0.0,0.2076129814983318,0.1662622586189465,
strong_signal_only,temperature_scaled,test,MI,0.29,0.2502274795268426,425,160,1488,125,0.16362506247677147,-0.056017634469235744,0.0,0.21964269694600722,0.16362506247677147,
strong_signal_only,temperature_scaled,test,MI,0.3,0.2502274795268426,419,150,1498,131,0.16138047575718187,-0.07110360067593913,0.0,0.232484076433121,0.16138047575718187,
strong_signal_only,temperature_scaled,test,MI,0.31,0.2502274795268426,414,146,1502,136,0.1585103717477021,-0.08662684126544551,0.0,0.24513721301314761,0.1585103717477021,
strong_signal_only,temperature_scaled,test,MI,0.32,0.2502274795268426,412,143,1505,138,0.1568270620350051,-0.10260664775464323,0.0,0.2594337097896483,0.1568270620350051,
strong_signal_only,temperature_scaled,test,MI,0.33,0.2502274795268426,410,138,1510,140,0.15560957722760174,-0.1190634633927723,0.0,0.274673040620374,0.15560957722760174,
strong_signal_only,temperature_scaled,test,MI,0.34,0.2502274795268426,406,135,1513,144,0.15307304160807345,-0.1360189704138749,0.0,0.28909201202194834,0.15307304160807345,
strong_signal_only,temperature_scaled,test,MI,0.35,0.2502274795268426,396,129,1519,154,0.14856162945334922,-0.15349618534331905,0.0,0.30205781479666827,0.14856162945334922,
strong_signal_only,temperature_scaled,test,MI,0.36,0.2502274795268426,391,126,1522,159,0.14564376706096452,-0.1715195632393084,0.0,0.3171633303002729,0.14564376706096452,
strong_signal_only,temperature_scaled,test,MI,0.37,0.2502274795268426,385,123,1525,165,0.14229386021924692,-0.19011511186215457,0.0,0.3324089720814015,0.14229386021924692,
strong_signal_only,temperature_scaled,test,MI,0.38,0.2502274795268426,381,118,1530,169,0.1404355866036573,-0.20931051689218932,0.0,0.3497461034958466,0.1404355866036573,
strong_signal_only,temperature_scaled,test,MI,0.39,0.2502274795268426,380,113,1535,170,0.14001551335789614,-0.22913527946419243,0.0,0.36915079282208857,0.14001551335789614,
strong_signal_only,temperature_scaled,test,MI,0.4,0.2502274795268426,379,108,1540,171,0.13967242948134667,-0.24962086745526235,0.0,0.389293296936609,0.13967242948134667,
strong_signal_only,temperature_scaled,test,MI,0.41,0.2502274795268426,372,105,1543,178,0.13604817939266822,-0.2708008821578937,0.0,0.40684906155056194,0.13604817939266822,
strong_signal_only,temperature_scaled,test,MI,0.42,0.2502274795268426,365,102,1546,185,0.13245583759530608,-0.29271124219509886,0.0,0.4251670797904049,0.13245583759530608,
strong_signal_only,temperature_scaled,test,MI,0.43,0.2502274795268426,358,96,1552,192,0.12992672764714333,-0.3153903867950129,0.0,0.44531711444215627,0.12992672764714333,
strong_signal_only,temperature_scaled,test,MI,0.44,0.2502274795268426,353,94,1554,197,0.12699857012868843,-0.33887950084492385,0.0,0.4658780709736123,0.12699857012868843,
strong_signal_only,temperature_scaled,test,MI,0.45,0.2502274795268426,351,91,1557,199,0.12581685830093473,-0.36322276449664975,0.0,0.4890396227975845,0.12581685830093473,
strong_signal_only,temperature_scaled,test,MI,0.46,0.2502274795268426,348,87,1561,202,0.12460822970377111,-0.38846763050584704,0.0,0.5130758602096182,0.12460822970377111,
strong_signal_only,temperature_scaled,test,MI,0.47,0.2502274795268426,342,83,1565,208,0.12210929318248148,-0.41466513296822144,0.0,0.5367744261507029,0.12210929318248148,
strong_signal_only,temperature_scaled,test,MI,0.48,0.2502274795268426,336,78,1570,214,0.12010919017288443,-0.4418702316791488,0.0,0.5619794218520332,0.12010919017288443,
strong_signal_only,temperature_scaled,test,MI,0.49,0.2502274795268426,334,77,1571,216,0.11829827472390231,-0.4701421970061909,0.0,0.5884404717300933,0.11829827472390231,
strong_signal_only,temperature_scaled,test,MI,0.5,0.2502274795268426,327,74,1574,223,0.11510464058234757,-0.49954504094631474,0.0,0.6146496815286623,0.11510464058234757,
strong_signal_only,temperature_scaled,test,STTC,0.01,0.2370336669699727,521,1351,326,0,0.23082508432826904,0.22932693633330575,0.0,0.0014981479949632837,0.23082508432826904,
strong_signal_only,temperature_scaled,test,STTC,0.02,0.2370336669699727,520,1114,563,1,0.22623535310393494,0.22146292547956398,0.0,0.004772427624370967,0.22623535310393494,
strong_signal_only,temperature_scaled,test,STTC,0.03,0.2370336669699727,518,953,724,3,0.22225922347401106,0.2134367700721368,0.0,0.008822453401874264,0.22225922347401106,
strong_signal_only,temperature_scaled,test,STTC,0.04,0.2370336669699727,515,839,838,6,0.21839930239611768,0.20524340309372155,0.0,0.013155899302396135,0.21839930239611768,
strong_signal_only,temperature_scaled,test,STTC,0.05,0.2370336669699727,511,766,911,10,0.2141420430056032,0.19687754417891862,0.0,0.01726449882668457,0.2141420430056032,
strong_signal_only,temperature_scaled,test,STTC,0.06,0.2370336669699727,508,691,986,13,0.2110526010105899,0.1883336882659284,0.0,0.022718912744661507,0.2110526010105899,
strong_signal_only,temperature_scaled,test,STTC,0.07,0.2370336669699727,506,645,1032,15,0.20812175291320556,0.17960609351609966,0.0,0.028515659397105902,0.20812175291320556,
strong_signal_only,temperature_scaled,test,STTC,0.08,0.2370336669699727,504,626,1051,17,0.20453376587411481,0.17068876844562247,0.0,0.03384499742849234,0.20453376587411481,
strong_signal_only,temperature_scaled,test,STTC,0.09,0.2370336669699727,502,585,1092,19,0.2020668139867412,0.16157545820876118,0.0,0.04049135577798002,0.2020668139867412,
strong_signal_only,temperature_scaled,test,STTC,0.1,0.2370336669699727,499,550,1127,22,0.19922151450813871,0.1522596299666363,0.0,0.04696188454150241,0.19922151450813871,
strong_signal_only,temperature_scaled,test,STTC,0.11,0.2370336669699727,496,516,1161,25,0.1966445491815849,0.14273445726963224,0.0,0.053910091911952646,0.1966445491815849,
strong_signal_only,temperature_scaled,test,STTC,0.12,0.2370336669699727,493,490,1187,28,0.19389527669782447,0.13299280337496897,0.0,0.060902473322855505,0.19389527669782447,
strong_signal_only,temperature_scaled,test,STTC,0.13,0.2370336669699727,490,466,1211,31,0.19125014380889627,0.1230272034137617,0.0,0.06822294039513457,0.19125014380889627,
strong_signal_only,temperature_scaled,test,STTC,0.14,0.2370336669699727,485,444,1233,36,0.18777112385466702,0.11282984531392172,0.0,0.0749412785407453,0.18777112385466702,
strong_signal_only,temperature_scaled,test,STTC,0.15,0.2370336669699727,484,423,1254,37,0.18623882674088743,0.10239254937643844,0.0,0.083846277364449,0.18623882674088743,
strong_signal_only,temperature_scaled,test,STTC,0.16,0.2370336669699727,481,401,1276,40,0.18408509900775596,0.09170674639282461,0.0,0.09237835261493135,0.18408509900775596,
strong_signal_only,temperature_scaled,test,STTC,0.17,0.2370336669699727,477,382,1295,44,0.1814190337327472,0.08076345418068995,0.0,0.10065557955205726,0.1814190337327472,
strong_signal_only,temperature_scaled,test,STTC,0.18,0.2370336669699727,475,376,1301,46,0.17855478372800107,0.06955325240240573,0.0,0.10900153132559534,0.17855478372800107,
strong_signal_only,temperature_scaled,test,STTC,0.19,0.2370336669699727,474,364,1313,47,0.1768049517518732,0.058066255518484794,0.0,0.1187386962333884,0.1768049517518732,
strong_signal_only,temperature_scaled,test,STTC,0.2,0.2370336669699727,471,348,1329,50,0.17470427661510463,0.04629208371246585,0.0,0.12841219290263878,0.17470427661510463,
strong_signal_only,temperature_scaled,test,STTC,0.21,0.2370336669699727,466,337,1340,55,0.1712546503726057,0.03421983160756037,0.0,0.13703481876504534,0.1712546503726057,
strong_signal_only,temperature_scaled,test,STTC,0.22,0.2370336669699727,466,318,1359,55,0.1712045915867572,0.021838034576888044,0.0,0.14936655700986914,0.1712045915867572,
strong_signal_only,temperature_scaled,test,STTC,0.23,0.2370336669699727,464,311,1366,57,0.1688370773903076,0.00913463242853596,0.0,0.15970244496177163,0.1688370773903076,
strong_signal_only,temperature_scaled,test,STTC,0.24,0.2370336669699727,462,301,1376,59,0.16694602748910495,-0.003903069776351742,0.0,0.1708490972654567,0.16694602748910495,
strong_signal_only,temperature_scaled,test,STTC,0.25,0.2370336669699727,460,294,1383,61,0.16469517743403095,-0.017288444040036433,0.0,0.18198362147406738,0.16469517743403095,
strong_signal_only,temperature_scaled,test,STTC,0.26,0.2370336669699727,458,285,1392,63,0.16281386026608957,-0.031035585175712643,0.0,0.19384944544180222,0.16281386026608957,
strong_signal_only,temperature_scaled,test,STTC,0.27,0.2370336669699727,455,274,1403,66,0.16089969710945193,-0.04515936031510598,0.0,0.2060590574245579,0.16089969710945193,
strong_signal_only,temperature_scaled,test,STTC,0.28,0.2370336669699727,454,268,1409,67,0.15913456677787888,-0.059675462541704694,0.0,0.21881002931958357,0.15913456677787888,
strong_signal_only,temperature_scaled,test,STTC,0.29,0.2370336669699727,451,261,1416,70,0.15668533493957373,-0.07460046905637652,0.0,0.23128580399595025,0.15668533493957373,
strong_signal_only,temperature_scaled,test,STTC,0.3,0.2370336669699727,448,245,1432,73,0.15605095541401276,-0.0899519043286105,0.0,0.24600285974262326,0.15605095541401276,
strong_signal_only,temperature_scaled,test,STTC,0.31,0.2370336669699727,447,238,1439,74,0.15471904630032574,-0.10574830873917007,0.0,0.2604673550394958,0.15471904630032574,
strong_signal_only,temperature_scaled,test,STTC,0.32,0.2370336669699727,445,233,1444,76,0.15257185676818497,-0.12200931327945197,0.0,0.27458117004763694,0.15257185676818497,
strong_signal_only,temperature_scaled,test,STTC,0.33,0.2370336669699727,442,226,1451,79,0.15044884766341177,-0.1387557209403394,0.0,0.28920456860375116,0.15044884766341177,
strong_signal_only,temperature_scaled,test,STTC,0.34,0.2370336669699727,441,223,1454,80,0.14837179805332673,-0.1560095955000415,0.0,0.30438139355336824,0.14837179805332673,
strong_signal_only,temperature_scaled,test,STTC,0.35,0.2370336669699727,438,219,1458,83,0.14562189402953735,-0.17379435850773434,0.0,0.3194162525372717,0.14562189402953735,
strong_signal_only,temperature_scaled,test,STTC,0.36,0.2370336669699727,435,215,1462,86,0.14288557779799815,-0.1921348953594177,0.0,0.33502047315741584,0.14288557779799815,
strong_signal_only,temperature_scaled,test,STTC,0.37,0.2370336669699727,431,208,1469,90,0.14051013186590985,-0.2110576714762339,0.0,0.35156780334214377,0.14051013186590985,
strong_signal_only,temperature_scaled,test,STTC,0.38,0.2370336669699727,428,202,1475,93,0.138395608911327,-0.23059085972585053,0.0,0.36898646863717754,0.138395608911327,
strong_signal_only,temperature_scaled,test,STTC,0.39,0.2370336669699727,423,195,1482,98,0.13572696490102776,-0.25076448037709403,0.0,0.3864914452781218,0.13572696490102776,
strong_signal_only,temperature_scaled,test,STTC,0.4,0.2370336669699727,421,186,1491,100,0.13512283894449498,-0.27161055505004567,0.0,0.40673339399454067,0.13512283894449498,
strong_signal_only,temperature_scaled,test,STTC,0.41,0.2370336669699727,417,180,1497,104,0.13280948782406196,-0.2931632763220801,0.0,0.42597276414614205,0.13280948782406196,
strong_signal_only,temperature_scaled,test,STTC,0.42,0.2370336669699727,414,177,1500,107,0.13003984813780553,-0.3154591948793574,0.0,0.4454990430171629,0.13003984813780553,
strong_signal_only,temperature_scaled,test,STTC,0.43,0.2370336669699727,410,174,1503,111,0.1268138499114027,-0.3385374263684689,0.0,0.4653512762798716,0.1268138499114027,
strong_signal_only,temperature_scaled,test,STTC,0.44,0.2370336669699727,408,168,1509,113,0.12556869881710647,-0.3624398804107631,0.0,0.48800857922786955,0.12556869881710647,
strong_signal_only,temperature_scaled,test,STTC,0.45,0.2370336669699727,405,165,1512,116,0.12283894449499547,-0.3872115146000496,0.0,0.5100504590950451,0.12283894449499547,
strong_signal_only,temperature_scaled,test,STTC,0.46,0.2370336669699727,403,162,1515,118,0.1205641492265696,-0.4129006167222729,0.0,0.5334647659488425,0.1205641492265696,
strong_signal_only,temperature_scaled,test,STTC,0.47,0.2370336669699727,402,157,1520,119,0.11955122152213848,-0.43955911892457983,0.0,0.5591103404467184,0.11955122152213848,
strong_signal_only,temperature_scaled,test,STTC,0.48,0.2370336669699727,400,153,1524,121,0.11772940435360818,-0.4672429481346679,0.0,0.5849723524882761,0.11772940435360818,
strong_signal_only,temperature_scaled,test,STTC,0.49,0.2370336669699727,395,148,1529,126,0.11501543292476227,-0.4960124177059359,0.0,0.6110278506306982,0.11501543292476227,
strong_signal_only,temperature_scaled,test,STTC,0.5,0.2370336669699727,393,143,1534,128,0.11373976342129208,-0.5259326660600547,0.0,0.6396724294813468,0.11373976342129208,
strong_signal_only,temperature_scaled,test,CD,0.01,0.2256596906278435,494,1477,225,2,0.21796215108317019,0.21783807134125605,0.0,0.0001240797419141404,0.21796215108317019,
strong_signal_only,temperature_scaled,test,CD,0.02,0.2256596906278435,483,1192,510,13,0.20867764758314608,0.20985682717126888,0.0,-0.0011791795881228029,0.20867764758314608,
strong_signal_only,temperature_scaled,test,CD,0.03,0.2256596906278435,479,1013,689,17,0.20367156646623452,0.20171102126581802,0.0,0.001960545200416497,0.20367156646623452,
strong_signal_only,temperature_scaled,test,CD,0.04,0.2256596906278435,477,880,822,19,0.20033363663936912,0.1933955110706703,0.0,0.0069381255686988275,0.20033363663936912,
strong_signal_only,temperature_scaled,test,CD,0.05,0.2256596906278435,472,786,916,24,0.19591973564484458,0.18490493750299314,0.0,0.01101479814185144,0.19591973564484458,
strong_signal_only,temperature_scaled,test,CD,0.06,0.2256596906278435,468,711,991,28,0.19227344007124467,0.17623371343387606,0.0,0.016039726637368606,0.19227344007124467,
strong_signal_only,temperature_scaled,test,CD,0.07,0.2256596906278435,468,656,1046,28,0.19045662234484917,0.16737601142778868,0.0,0.023080610917060485,0.19045662234484917,
strong_signal_only,temperature_scaled,test,CD,0.08,0.2256596906278435,465,608,1094,31,0.18750247260355263,0.1583257506824386,0.0,0.029176721921114035,0.18750247260355263,
strong_signal_only,temperature_scaled,test,CD,0.09,0.2256596906278435,462,572,1130,34,0.18445339919407255,0.1490765831075203,0.0,0.03537681608655224,0.18445339919407255,
strong_signal_only,temperature_scaled,test,CD,0.1,0.2256596906278435,459,533,1169,37,0.1818825194621373,0.13962187847538166,0.0,0.04226064098675564,0.1818825194621373,
strong_signal_only,temperature_scaled,test,CD,0.11,0.2256596906278435,454,500,1202,42,0.17843596323521896,0.12995470857061067,0.0,0.048481254664608286,0.17843596323521896,
strong_signal_only,temperature_scaled,test,CD,0.12,0.2256596906278435,453,457,1245,43,0.177744230292001,0.12006783025891307,0.0,0.05767640003308794,0.177744230292001,
strong_signal_only,temperature_scaled,test,CD,0.13,0.2256596906278435,452,432,1270,44,0.17627310093815693,0.10995366738832585,0.0,0.06631943354983108,0.17627310093815693,
