model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none,analysis_subset
fair_concat_mlp,temperature_scaled,test,0.31,0.17900201379947842,-0.09587006041398438,0.0,0.2748720742134628,0.17900201379947842,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.32,0.17742864799678412,-0.111985796596543,0.0,0.28941444459332716,0.17742864799678412,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.33,0.1759443103389658,-0.12858259953081977,0.0,0.30452690986978553,0.1759443103389658,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.34,0.17472561606957965,-0.14568233588734736,0.0,0.320407951956927,0.17472561606957965,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.35,0.17365516032942002,-0.16330821797792186,0.0,0.33696337830734185,0.17365516032942002,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.36,0.17255125284738043,-0.18148490888382687,0.0,0.3540361617312073,0.17255125284738043,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.37,0.17068373287052102,-0.2002386375962686,0.0,0.3709223704667896,0.17068373287052102,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.38,0.1696634580057315,-0.21959732529943424,0.0,0.3892607833051657,0.1696634580057315,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.39,0.16843795511408194,-0.2395907240748348,0.0,0.40802867918891667,0.16843795511408194,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.4,0.16697038724373575,-0.26025056947608205,0.0,0.42722095671981786,0.16697038724373575,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.41,0.1659549824331107,-0.2816107486197442,0.0,0.44756573105285496,0.1659549824331107,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.42,0.16471212002199356,-0.30370748566491235,0.0,0.4684196056869059,0.16471212002199356,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.43,0.16309994804779604,-0.32657954681692836,0.0,0.4896794948647244,0.16309994804779604,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.44,0.16133257403189066,-0.35026846729580213,0.0,0.5116010413276928,0.16133257403189066,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.45,0.15988817560571547,-0.3748188030648167,0.0,0.5347069786705322,0.15988817560571547,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.46,0.15788407997975196,-0.40027841052898,0.0,0.5581624905087319,0.15788407997975196,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.47,0.15610951132505266,-0.4266987578974512,0.0,0.582808269222504,0.15610951132505266,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.48,0.1548887331347468,-0.45413527247240226,0.0,0.609024005607149,0.1548887331347468,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.49,0.1533543257849837,-0.4826477287953905,0.0,0.6360020545803742,0.1533543257849837,retained_80_coverage
fair_concat_mlp,temperature_scaled,test,0.5,0.15227790432801822,-0.5123006833712984,0.0,0.6645785876993167,0.15227790432801822,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.01,0.23590946459472356,0.23503676491724299,0.0,0.0008726996774805595,0.23590946459472356,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.02,0.2307922827639878,0.2272310176204802,0.0,0.0035612651435076,0.2307922827639878,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.03,0.226860452153096,0.21926432708048513,0.0,0.007596125072610882,0.226860452153096,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.04,0.22324037184594953,0.2111316638209068,0.0,0.012108708025042679,0.22324037184594953,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.05,0.22045352424886916,0.20282778659796902,0.0,0.01762573765090016,0.22045352424886916,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.06,0.2178447305004904,0.1943472311362453,0.0,0.02349749936424515,0.2178447305004904,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.07,0.21474409581336712,0.18568429813771029,0.0,0.029059797675656824,0.21474409581336712,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.08,0.2123629704783351,0.17683304050877235,0.0,0.03552992996956275,0.2123629704783351,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.09,0.21065752687835784,0.1677872497451325,0.0,0.042870277133225346,0.21065752687835784,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.1,0.20846139252513757,0.1585404414089673,0.0,0.049920951116170245,0.20846139252513757,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.11,0.20671471417699988,0.14908583962704558,0.0,0.05762887454995429,0.20671471417699988,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.12,0.2055414704817095,0.13941636053189838,0.0,0.06612510994981115,0.2055414704817095,retained_80_coverage
