model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none
structured_mlp,temperature_scaled,test,0.03,0.237422023770438,0.23097849028638967,0.0,0.0064435334840483,0.237422023770438
structured_mlp,temperature_scaled,test,0.04,0.232836669699727,0.22296784956020624,0.0,0.00986882013952078,0.232836669699727
structured_mlp,temperature_scaled,test,0.05,0.22867678751017673,0.21478856376610317,0.0,0.013888223744073567,0.22867678751017673
structured_mlp,temperature_scaled,test,0.06,0.2246219967862467,0.2064352506146787,0.0,0.018186746171567972,0.2246219967862467
structured_mlp,temperature_scaled,test,0.07,0.2205142504916493,0.1979022963202129,0.0,0.022611954171436414,0.2205142504916493
structured_mlp,temperature_scaled,test,0.08,0.217082723424457,0.18918384301934565,0.0,0.02789888040511137,0.217082723424457
structured_mlp,temperature_scaled,test,0.09,0.2136037756601906,0.18027377536021758,0.0,0.033330000299973,0.2136037756601906
structured_mlp,temperature_scaled,test,0.1,0.21070670306339098,0.1711657061975533,0.0,0.03954099686583765,0.21070670306339098
structured_mlp,temperature_scaled,test,0.11,0.20807782355767754,0.16185296132336854,0.0,0.04622486223430903,0.20807782355767754
structured_mlp,temperature_scaled,test,0.12,0.20555050045495907,0.15232856315658863,0.0,0.05322193729837042,0.20555050045495907
structured_mlp,temperature_scaled,test,0.13,0.20183866210661727,0.14258521330781376,0.0,0.059253448798803524,0.20183866210661727
structured_mlp,temperature_scaled,test,0.14,0.1989059821825338,0.13261527392767208,0.0,0.06629070825486172,0.1989059821825338
structured_mlp,temperature_scaled,test,0.15,0.19695980302949206,0.12241074773858587,0.0,0.07454905529090619,0.19695980302949206
structured_mlp,temperature_scaled,test,0.16,0.19422418648988257,0.11196325664023568,0.0,0.0822609298496469,0.19422418648988257
structured_mlp,temperature_scaled,test,0.17,0.19198175778637755,0.1012640187684313,0.0,0.09071773901794625,0.19198175778637755
structured_mlp,temperature_scaled,test,0.18,0.18924743114583104,0.09030382387536343,0.0,0.09894360727046761,0.18924743114583104
structured_mlp,temperature_scaled,test,0.19,0.1874161695817747,0.07907300688617037,0.0,0.10834316269560432,0.1874161695817747
structured_mlp,temperature_scaled,test,0.2,0.18528207461328483,0.06756141947224749,0.0,0.11772065514103733,0.18528207461328483
structured_mlp,temperature_scaled,test,0.21,0.18302599601478906,0.05575839946556711,0.0,0.12726759654922196,0.18302599601478906
structured_mlp,temperature_scaled,test,0.22,0.18079372856442918,0.04365273792025384,0.0,0.13714099064417534,0.18079372856442918
structured_mlp,temperature_scaled,test,0.23,0.17832149651985868,0.031232643607529875,0.0,0.14708885291232882,0.17832149651985868
structured_mlp,temperature_scaled,test,0.24,0.17571476461855276,0.018485704707628947,0.0,0.1572290599109238,0.17571476461855276
structured_mlp,temperature_scaled,test,0.25,0.1732787382468911,0.005398847437063986,0.0,0.16787989080982713,0.1732787382468911
structured_mlp,temperature_scaled,test,0.26,0.17142365295231538,-0.008041708678651383,0.0,0.17946536163096677,0.17142365295231538
structured_mlp,temperature_scaled,test,0.27,0.16938437184489014,-0.02185049920849593,0.0,0.19123487105338605,0.16938437184489014
structured_mlp,temperature_scaled,test,0.28,0.1665554544535436,-0.0360428672530584,0.0,0.20259832170660202,0.1665554544535436
structured_mlp,temperature_scaled,test,0.29,0.164809237591152,-0.05063502031296059,0.0,0.21544425790411256,0.164809237591152
structured_mlp,temperature_scaled,test,0.3,0.16288834004939554,-0.06564409203171717,0.0,0.2285324320811127,0.16288834004939554
structured_mlp,temperature_scaled,test,0.31,0.1613060621645501,-0.08108820930753917,0.0,0.2423942714720893,0.1613060621645501
structured_mlp,temperature_scaled,test,0.32,0.1594230048707381,-0.09698656532676768,0.0,0.25640957019750577,0.1594230048707381
structured_mlp,temperature_scaled,test,0.33,0.15806907229095649,-0.113359499137615,0.0,0.2714285714285715,0.15806907229095649
structured_mlp,temperature_scaled,test,0.34,0.1564066506741666,-0.1302285824578819,0.0,0.2866352331320485,0.1564066506741666
